entry,at,order
"The player ""Justin @ g0FfVCh6gI"" stand up with the stack of 903848.",2026-01-05T16:15:11.315Z,176762971131500
-- ending hand #713 --,2026-01-05T16:15:08.403Z,176762970840302
"""블몬 @ eLlYR19TDN"" collected 400 from pot",2026-01-05T16:15:08.403Z,176762970840301
"Uncalled bet of 200 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:15:08.403Z,176762970840300
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:15:07.543Z,176762970754300
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:15:03.994Z,176762970399405
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:15:03.994Z,176762970399404
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (404838) | #6 ""Justin @ g0FfVCh6gI"" (904048)",2026-01-05T16:15:03.994Z,176762970399401
"-- starting hand #713 (id: dvecjmjgifgw)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:15:03.994Z,176762970399400
-- ending hand #712 --,2026-01-05T16:14:57.916Z,176762969791602
"""블몬 @ eLlYR19TDN"" collected 63600 from pot with Pair, 5's (combination: 5♣, 5♦, K♣, 10♥, 9♦)",2026-01-05T16:14:57.916Z,176762969791601
"""블몬 @ eLlYR19TDN"" shows a 5♣, K♣.",2026-01-05T16:14:57.916Z,176762969791600
"""Justin @ g0FfVCh6gI"" calls 21200",2026-01-05T16:14:57.072Z,176762969707200
"""블몬 @ eLlYR19TDN"" bets 21200",2026-01-05T16:14:55.983Z,176762969598300
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:14:53.350Z,176762969335000
"River: 10♥, 3♠, 5♦, 9♦ [2♥]",2026-01-05T16:14:49.328Z,176762968932800
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:14:48.503Z,176762968850300
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:14:46.290Z,176762968629000
"Turn: 10♥, 3♠, 5♦ [9♦]",2026-01-05T16:14:43.876Z,176762968387600
"""블몬 @ eLlYR19TDN"" calls 5600",2026-01-05T16:14:43.073Z,176762968307300
"""Justin @ g0FfVCh6gI"" bets 5600",2026-01-05T16:14:41.437Z,176762968143700
"Flop:  [10♥, 3♠, 5♦]",2026-01-05T16:14:34.379Z,176762967437900
"""블몬 @ eLlYR19TDN"" calls 5000",2026-01-05T16:14:33.571Z,176762967357100
"""Justin @ g0FfVCh6gI"" raises to 5000",2026-01-05T16:14:32.035Z,176762967203500
"""블몬 @ eLlYR19TDN"" raises to 1200",2026-01-05T16:14:28.856Z,176762966885600
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:14:26.667Z,176762966666705
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:14:26.667Z,176762966666704
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (373038) | #6 ""Justin @ g0FfVCh6gI"" (935848)",2026-01-05T16:14:26.667Z,176762966666701
"-- starting hand #712 (id: svirm7m1avmi)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:14:26.667Z,176762966666700
-- ending hand #711 --,2026-01-05T16:14:20.640Z,176762966064003
"""블몬 @ eLlYR19TDN"" collected 40000 from pot with Pair, A's (combination: A♦, A♥, K♠, Q♦, 6♠)",2026-01-05T16:14:20.640Z,176762966064002
"""블몬 @ eLlYR19TDN"" shows a A♦, 3♣.",2026-01-05T16:14:20.640Z,176762966064001
"""Justin @ g0FfVCh6gI"" shows a 10♦, Q♣.",2026-01-05T16:14:20.640Z,176762966064000
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:14:19.790Z,176762965979000
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:14:18.476Z,176762965847600
"River: 6♠, 2♣, A♥, K♠ [Q♦]",2026-01-05T16:14:17.561Z,176762965756100
"""블몬 @ eLlYR19TDN"" calls 16000",2026-01-05T16:14:16.722Z,176762965672200
"""Justin @ g0FfVCh6gI"" bets 16000",2026-01-05T16:14:13.763Z,176762965376300
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:14:09.932Z,176762964993200
"Turn: 6♠, 2♣, A♥ [K♠]",2026-01-05T16:14:08.756Z,176762964875600
"""블몬 @ eLlYR19TDN"" calls 2400",2026-01-05T16:14:07.947Z,176762964794700
"""Justin @ g0FfVCh6gI"" bets 2400",2026-01-05T16:14:05.822Z,176762964582200
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:14:03.928Z,176762964392800
"Flop:  [6♠, 2♣, A♥]",2026-01-05T16:14:02.497Z,176762964249700
"""블몬 @ eLlYR19TDN"" calls 1600",2026-01-05T16:14:01.640Z,176762964164000
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:14:00.366Z,176762964036600
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:13:58.394Z,176762963839405
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:13:58.394Z,176762963839404
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (353038) | #6 ""Justin @ g0FfVCh6gI"" (955848)",2026-01-05T16:13:58.394Z,176762963839401
"-- starting hand #711 (id: mwvpdremtmkx)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:13:58.394Z,176762963839400
-- ending hand #710 --,2026-01-05T16:13:55.454Z,176762963545402
"""블몬 @ eLlYR19TDN"" collected 2400 from pot",2026-01-05T16:13:55.454Z,176762963545401
"Uncalled bet of 2400 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:13:55.454Z,176762963545400
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:13:54.610Z,176762963461000
"""블몬 @ eLlYR19TDN"" bets 2400",2026-01-05T16:13:53.497Z,176762963349700
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:13:49.464Z,176762962946400
"River: K♣, K♥, 5♠, J♣ [Q♣]",2026-01-05T16:13:48.250Z,176762962825000
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:13:47.416Z,176762962741600
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:13:46.275Z,176762962627500
"Turn: K♣, K♥, 5♠ [J♣]",2026-01-05T16:13:44.619Z,176762962461900
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:13:43.782Z,176762962378200
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:13:42.691Z,176762962269100
"Flop:  [K♣, K♥, 5♠]",2026-01-05T16:13:40.774Z,176762962077400
"""Justin @ g0FfVCh6gI"" calls 1200",2026-01-05T16:13:39.964Z,176762961996400
"""블몬 @ eLlYR19TDN"" raises to 1200",2026-01-05T16:13:38.847Z,176762961884700
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:13:36.922Z,176762961692205
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:13:36.922Z,176762961692204
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (351838) | #6 ""Justin @ g0FfVCh6gI"" (957048)",2026-01-05T16:13:36.922Z,176762961692201
"-- starting hand #710 (id: qslfq2dbrvnk)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:13:36.922Z,176762961692200
-- ending hand #709 --,2026-01-05T16:13:33.995Z,176762961399502
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2026-01-05T16:13:33.995Z,176762961399501
"Uncalled bet of 1200 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:13:33.995Z,176762961399500
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:13:33.174Z,176762961317400
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:13:32.051Z,176762961205100
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:13:29.504Z,176762960950405
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:13:29.504Z,176762960950404
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (352238) | #6 ""Justin @ g0FfVCh6gI"" (956648)",2026-01-05T16:13:29.504Z,176762960950401
"-- starting hand #709 (id: gcmzywqiuby5)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:13:29.504Z,176762960950400
-- ending hand #708 --,2026-01-05T16:13:26.555Z,176762960655502
"""Justin @ g0FfVCh6gI"" collected 103000 from pot",2026-01-05T16:13:26.555Z,176762960655501
"Uncalled bet of 103000 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:13:26.555Z,176762960655500
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:13:25.740Z,176762960574000
"""Justin @ g0FfVCh6gI"" bets 103000",2026-01-05T16:13:24.059Z,176762960405900
"River: 10♥, J♣, 5♦, A♣ [8♥]",2026-01-05T16:13:13.550Z,176762959355000
"""블몬 @ eLlYR19TDN"" calls 31000",2026-01-05T16:13:12.728Z,176762959272800
"""Justin @ g0FfVCh6gI"" bets 31000",2026-01-05T16:13:07.717Z,176762958771700
"Turn: 10♥, J♣, 5♦ [A♣]",2026-01-05T16:13:00.776Z,176762958077600
"""블몬 @ eLlYR19TDN"" calls 17500",2026-01-05T16:12:59.933Z,176762957993300
"""Justin @ g0FfVCh6gI"" raises to 17500",2026-01-05T16:12:57.356Z,176762957735600
"""블몬 @ eLlYR19TDN"" bets 4500",2026-01-05T16:12:53.209Z,176762957320900
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:12:49.392Z,176762956939200
"Flop:  [10♥, J♣, 5♦]",2026-01-05T16:12:47.570Z,176762956757000
"""Justin @ g0FfVCh6gI"" calls 3000",2026-01-05T16:12:46.736Z,176762956673600
"""블몬 @ eLlYR19TDN"" raises to 3000",2026-01-05T16:12:45.604Z,176762956560400
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:12:41.276Z,176762956127605
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:12:41.276Z,176762956127604
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (403738) | #6 ""Justin @ g0FfVCh6gI"" (905148)",2026-01-05T16:12:41.276Z,176762956127601
"-- starting hand #708 (id: pdfaojzwwovd)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:12:41.276Z,176762956127600
-- ending hand #707 --,2026-01-05T16:12:38.363Z,176762955836302
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2026-01-05T16:12:38.363Z,176762955836301
"Uncalled bet of 1200 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:12:38.363Z,176762955836300
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:12:37.531Z,176762955753100
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:12:35.597Z,176762955559700
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:12:33.560Z,176762955356005
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:12:33.560Z,176762955356004
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (404138) | #6 ""Justin @ g0FfVCh6gI"" (904748)",2026-01-05T16:12:33.560Z,176762955356001
"-- starting hand #707 (id: 6zkyt4hqrrit)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:12:33.560Z,176762955356000
-- ending hand #706 --,2026-01-05T16:12:27.554Z,176762954755402
"""블몬 @ eLlYR19TDN"" collected 21000 from pot with Two Pair, K's & 2's (combination: K♥, K♣, 2♠, 2♥, A♦)",2026-01-05T16:12:27.554Z,176762954755401
"""블몬 @ eLlYR19TDN"" shows a K♥, 8♦.",2026-01-05T16:12:27.554Z,176762954755400
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:12:26.751Z,176762954675100
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:12:25.187Z,176762954518700
"River: 2♠, 2♥, K♣, A♦ [4♥]",2026-01-05T16:12:23.671Z,176762954367100
"""블몬 @ eLlYR19TDN"" calls 6500",2026-01-05T16:12:22.844Z,176762954284400
"""Justin @ g0FfVCh6gI"" bets 6500",2026-01-05T16:12:20.945Z,176762954094500
"Turn: 2♠, 2♥, K♣ [A♦]",2026-01-05T16:12:17.187Z,176762953718700
"""블몬 @ eLlYR19TDN"" calls 2000",2026-01-05T16:12:16.335Z,176762953633500
"""Justin @ g0FfVCh6gI"" bets 2000",2026-01-05T16:12:14.764Z,176762953476400
"Flop:  [2♠, 2♥, K♣]",2026-01-05T16:12:11.611Z,176762953161100
"""블몬 @ eLlYR19TDN"" calls 2000",2026-01-05T16:12:10.809Z,176762953080900
"""Justin @ g0FfVCh6gI"" raises to 2000",2026-01-05T16:12:09.297Z,176762952929700
"""블몬 @ eLlYR19TDN"" calls 400",2026-01-05T16:12:06.889Z,176762952688900
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:12:05.323Z,176762952532305
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:12:05.323Z,176762952532304
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (393638) | #6 ""Justin @ g0FfVCh6gI"" (915248)",2026-01-05T16:12:05.323Z,176762952532301
"-- starting hand #706 (id: mnufohbfmn0b)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:12:05.323Z,176762952532300
-- ending hand #705 --,2026-01-05T16:12:02.386Z,176762952238602
"""블몬 @ eLlYR19TDN"" collected 400 from pot",2026-01-05T16:12:02.386Z,176762952238601
"Uncalled bet of 200 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:12:02.386Z,176762952238600
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:12:01.565Z,176762952156500
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:12:00.153Z,176762952015305
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:12:00.153Z,176762952015304
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (393438) | #6 ""Justin @ g0FfVCh6gI"" (915448)",2026-01-05T16:12:00.153Z,176762952015301
"-- starting hand #705 (id: 88rtilnxrpcg)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:12:00.153Z,176762952015300
-- ending hand #704 --,2026-01-05T16:11:57.222Z,176762951722202
"""Justin @ g0FfVCh6gI"" collected 4000 from pot",2026-01-05T16:11:57.222Z,176762951722201
"Uncalled bet of 2400 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:11:57.222Z,176762951722200
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:11:56.417Z,176762951641700
"""Justin @ g0FfVCh6gI"" bets 2400",2026-01-05T16:11:55.327Z,176762951532700
"Flop:  [4♣, J♦, 8♥]",2026-01-05T16:11:51.815Z,176762951181500
"""블몬 @ eLlYR19TDN"" calls 2000",2026-01-05T16:11:51.009Z,176762951100900
"""Justin @ g0FfVCh6gI"" raises to 2000",2026-01-05T16:11:49.630Z,176762950963000
"""블몬 @ eLlYR19TDN"" calls 400",2026-01-05T16:11:47.004Z,176762950700400
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:11:45.543Z,176762950554305
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:11:45.543Z,176762950554304
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (395438) | #6 ""Justin @ g0FfVCh6gI"" (913448)",2026-01-05T16:11:45.543Z,176762950554301
"-- starting hand #704 (id: zgqneu80mi7p)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:11:45.543Z,176762950554300
-- ending hand #703 --,2026-01-05T16:11:42.614Z,176762950261402
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2026-01-05T16:11:42.614Z,176762950261401
"Uncalled bet of 1200 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:11:42.614Z,176762950261400
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:11:41.804Z,176762950180400
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:11:39.921Z,176762949992100
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:11:37.936Z,176762949793605
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:11:37.936Z,176762949793604
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (395838) | #6 ""Justin @ g0FfVCh6gI"" (913048)",2026-01-05T16:11:37.936Z,176762949793601
"-- starting hand #703 (id: e5wch6n36dst)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:11:37.936Z,176762949793600
-- ending hand #702 --,2026-01-05T16:11:35.021Z,176762949502102
"""블몬 @ eLlYR19TDN"" collected 2400 from pot",2026-01-05T16:11:35.021Z,176762949502101
"Uncalled bet of 2400 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:11:35.021Z,176762949502100
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:11:34.211Z,176762949421100
"""블몬 @ eLlYR19TDN"" bets 2400",2026-01-05T16:11:33.003Z,176762949300300
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:11:30.625Z,176762949062500
"Flop:  [9♥, 6♥, 6♠]",2026-01-05T16:11:29.125Z,176762948912500
"""Justin @ g0FfVCh6gI"" calls 1200",2026-01-05T16:11:28.312Z,176762948831200
"""블몬 @ eLlYR19TDN"" raises to 1200",2026-01-05T16:11:26.283Z,176762948628300
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:11:23.322Z,176762948332205
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:11:23.322Z,176762948332204
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (394638) | #6 ""Justin @ g0FfVCh6gI"" (914248)",2026-01-05T16:11:23.322Z,176762948332201
"-- starting hand #702 (id: dpqlfd7xnayn)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:11:23.322Z,176762948332200
-- ending hand #701 --,2026-01-05T16:11:17.301Z,176762947730102
"""블몬 @ eLlYR19TDN"" collected 180000 from pot with Pair, A's (combination: A♠, A♣, J♦, 10♠, 9♣)",2026-01-05T16:11:17.301Z,176762947730101
"""블몬 @ eLlYR19TDN"" shows a J♦, A♠.",2026-01-05T16:11:17.301Z,176762947730100
"""Justin @ g0FfVCh6gI"" calls 60000",2026-01-05T16:11:16.414Z,176762947641400
"""블몬 @ eLlYR19TDN"" bets 60000",2026-01-05T16:11:10.719Z,176762947071900
"River: 2♥, 5♠, 9♣, 10♠ [A♣]",2026-01-05T16:11:08.102Z,176762946810200
"""Justin @ g0FfVCh6gI"" calls 18000",2026-01-05T16:11:07.286Z,176762946728600
"""블몬 @ eLlYR19TDN"" bets 18000",2026-01-05T16:11:03.207Z,176762946320700
"Turn: 2♥, 5♠, 9♣ [10♠]",2026-01-05T16:11:00.259Z,176762946025900
"""Justin @ g0FfVCh6gI"" calls 7200",2026-01-05T16:10:59.451Z,176762945945100
"""블몬 @ eLlYR19TDN"" bets 7200",2026-01-05T16:10:56.834Z,176762945683400
"Flop:  [2♥, 5♠, 9♣]",2026-01-05T16:10:53.842Z,176762945384200
"""Justin @ g0FfVCh6gI"" calls 4800",2026-01-05T16:10:53.002Z,176762945300200
"""블몬 @ eLlYR19TDN"" raises to 4800",2026-01-05T16:10:51.682Z,176762945168200
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:10:49.259Z,176762944925900
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:10:47.089Z,176762944708905
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:10:47.089Z,176762944708904
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (304638) | #6 ""Justin @ g0FfVCh6gI"" (1004248)",2026-01-05T16:10:47.089Z,176762944708901
"-- starting hand #701 (id: ziuv9jogxqhk)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:10:47.089Z,176762944708900
-- ending hand #700 --,2026-01-05T16:10:44.177Z,176762944417702
"""Justin @ g0FfVCh6gI"" collected 400 from pot",2026-01-05T16:10:44.177Z,176762944417701
"Uncalled bet of 200 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:10:44.177Z,176762944417700
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:10:43.301Z,176762944330100
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:10:41.975Z,176762944197505
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:10:41.975Z,176762944197504
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (304838) | #6 ""Justin @ g0FfVCh6gI"" (1004048)",2026-01-05T16:10:41.975Z,176762944197501
"-- starting hand #700 (id: z26fecyq3jf1)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:10:41.975Z,176762944197500
-- ending hand #699 --,2026-01-05T16:10:39.043Z,176762943904302
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2026-01-05T16:10:39.043Z,176762943904301
"Uncalled bet of 1200 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:10:39.043Z,176762943904300
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:10:38.232Z,176762943823200
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:10:37.144Z,176762943714400
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:10:34.973Z,176762943497305
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:10:34.973Z,176762943497304
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (305238) | #6 ""Justin @ g0FfVCh6gI"" (1003648)",2026-01-05T16:10:34.973Z,176762943497301
"-- starting hand #699 (id: 2fg6darnzr8k)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:10:34.973Z,176762943497300
-- ending hand #698 --,2026-01-05T16:10:32.038Z,176762943203802
"""Justin @ g0FfVCh6gI"" collected 6000 from pot",2026-01-05T16:10:32.038Z,176762943203801
"Uncalled bet of 8000 returned to ""Justin @ g0FfVCh6gI""",2026-01-05T16:10:32.038Z,176762943203800
"""블몬 @ eLlYR19TDN"" folds",2026-01-05T16:10:31.222Z,176762943122200
"""Justin @ g0FfVCh6gI"" bets 8000",2026-01-05T16:10:30.062Z,176762943006200
"River: 3♦, K♣, 8♥, A♦ [8♦]",2026-01-05T16:10:26.792Z,176762942679200
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:10:25.918Z,176762942591800
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:10:24.385Z,176762942438500
"Turn: 3♦, K♣, 8♥ [A♦]",2026-01-05T16:10:23.159Z,176762942315900
"""Justin @ g0FfVCh6gI"" calls 1800",2026-01-05T16:10:22.234Z,176762942223400
"""블몬 @ eLlYR19TDN"" bets 1800",2026-01-05T16:10:21.100Z,176762942110000
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:10:18.669Z,176762941866900
"Flop:  [3♦, K♣, 8♥]",2026-01-05T16:10:16.584Z,176762941658400
"""Justin @ g0FfVCh6gI"" calls 1200",2026-01-05T16:10:15.778Z,176762941577800
"""블몬 @ eLlYR19TDN"" raises to 1200",2026-01-05T16:10:14.664Z,176762941466400
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:10:11.138Z,176762941113805
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:10:11.138Z,176762941113804
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (308238) | #6 ""Justin @ g0FfVCh6gI"" (1000648)",2026-01-05T16:10:11.138Z,176762941113801
"-- starting hand #698 (id: vnbio7aygil9)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:10:11.138Z,176762941113800
-- ending hand #697 --,2026-01-05T16:10:08.138Z,176762940813802
"""블몬 @ eLlYR19TDN"" collected 3200 from pot",2026-01-05T16:10:08.138Z,176762940813801
"Uncalled bet of 3200 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:10:08.138Z,176762940813800
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:10:07.311Z,176762940731100
"""블몬 @ eLlYR19TDN"" bets 3200",2026-01-05T16:10:06.191Z,176762940619100
"River: 2♦, 9♦, 5♠, 7♠ [10♥]",2026-01-05T16:10:04.108Z,176762940410800
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:10:03.242Z,176762940324200
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:10:01.815Z,176762940181500
"Turn: 2♦, 9♦, 5♠ [7♠]",2026-01-05T16:10:00.550Z,176762940055000
"""Justin @ g0FfVCh6gI"" checks",2026-01-05T16:09:59.729Z,176762939972900
"""블몬 @ eLlYR19TDN"" checks",2026-01-05T16:09:58.461Z,176762939846100
"Flop:  [2♦, 9♦, 5♠]",2026-01-05T16:09:56.861Z,176762939686100
"""블몬 @ eLlYR19TDN"" calls 1600",2026-01-05T16:09:56.031Z,176762939603100
"""Justin @ g0FfVCh6gI"" raises to 1600",2026-01-05T16:09:54.490Z,176762939449000
"""블몬 @ eLlYR19TDN"" posts a big blind of 400",2026-01-05T16:09:52.193Z,176762939219305
"""Justin @ g0FfVCh6gI"" posts a small blind of 200",2026-01-05T16:09:52.193Z,176762939219304
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (306638) | #6 ""Justin @ g0FfVCh6gI"" (1002248)",2026-01-05T16:09:52.193Z,176762939219301
"-- starting hand #697 (id: wq8gzljfmfnm)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-05T16:09:52.193Z,176762939219300
-- ending hand #696 --,2026-01-05T16:09:49.252Z,176762938925202
"""블몬 @ eLlYR19TDN"" collected 200000 from pot",2026-01-05T16:09:49.252Z,176762938925201
"Uncalled bet of 106638 returned to ""블몬 @ eLlYR19TDN""",2026-01-05T16:09:49.252Z,176762938925200
"""Justin @ g0FfVCh6gI"" folds",2026-01-05T16:09:48.386Z,176762938838600
"""블몬 @ eLlYR19TDN"" raises to 161638 and go all in",2026-01-05T16:09:45.660Z,176762938566000
"""Justin @ g0FfVCh6gI"" bets 55000",2026-01-05T16:09:41.704Z,176762938170400
"Turn: 6♠, K♣, 7♦ [9♠]",2026-01-05T16:09:35.312Z,176762937531200
"""블몬 @ eLlYR19TDN"" calls 25000",2026-01-05T16:09:34.485Z,176762937448500
"""Justin @ g0FfVCh6gI"" bets 25000",2026-01-05T16:09:32.071Z,176762937207100
"Flop:  [6♠, K♣, 7♦]",2026-01-05T16:09:25.689Z,176762936568900
"""블몬 @ eLlYR19TDN"" calls 20000",2026-01-05T16:09:24.820Z,176762936482000
"""Justin @ g0FfVCh6gI"" raises to 20000",2026-01-05T16:09:23.287Z,176762936328700
"""블몬 @ eLlYR19TDN"" raises to 5000",2026-01-05T16:09:12.286Z,176762935228600
"""Justin @ g0FfVCh6gI"" posts a big blind of 400",2026-01-05T16:09:08.316Z,176762934831605
"""블몬 @ eLlYR19TDN"" posts a small blind of 200",2026-01-05T16:09:08.316Z,176762934831604
"Player stacks: #1 ""블몬 @ eLlYR19TDN"" (206638) | #6 ""Justin @ g0FfVCh6gI"" (1102248)",2026-01-05T16:09:08.316Z,176762934831601
"-- starting hand #696 (id: shzvovc85cgt)  (No Limit Texas Hold'em) (dealer: ""블몬 @ eLlYR19TDN"") --",2026-01-05T16:09:08.316Z,176762934831600
