entry,at,order
"""9292 @ xswHkyUXqL"" calls 800",2026-01-03T19:53:43.207Z,176747002320700
"""Black @ eLlYR19TDN"" posts a big blind of 800",2026-01-03T19:53:40.741Z,176747002074107
"""jho @ t3NhL8TnYz"" posts a small blind of 400",2026-01-03T19:53:40.741Z,176747002074106
"Your hand is 4♥, 7♠",2026-01-03T19:53:40.741Z,176747002074103
"Player stacks: #3 ""Justin @ g0FfVCh6gI"" (972188) | #7 ""jho @ t3NhL8TnYz"" (2200739) | #9 ""Black @ eLlYR19TDN"" (1489473) | #10 ""9292 @ xswHkyUXqL"" (1346300)",2026-01-03T19:53:40.741Z,176747002074101
"-- starting hand #1053 (id: fjfwo5yjmaai)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-03T19:53:40.741Z,176747002074100
"-- ending hand #1052 --",2026-01-03T19:53:34.826Z,176747001482602
"""Justin @ g0FfVCh6gI"" collected 62400 from pot",2026-01-03T19:53:34.826Z,176747001482601
"Uncalled bet of 31200 returned to ""Justin @ g0FfVCh6gI""",2026-01-03T19:53:34.826Z,176747001482600
"""9292 @ xswHkyUXqL"" folds",2026-01-03T19:53:33.998Z,176747001399800
"""Justin @ g0FfVCh6gI"" raises to 52000",2026-01-03T19:53:29.085Z,176747000908500
"""9292 @ xswHkyUXqL"" bets 20800",2026-01-03T19:53:25.549Z,176747000554900
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T19:53:22.646Z,176747000264600
"Flop:  [5♥, A♥, A♣]",2026-01-03T19:53:17.206Z,176746999720600
"""9292 @ xswHkyUXqL"" calls 10000",2026-01-03T19:53:16.388Z,176746999638800
"""jho @ t3NhL8TnYz"" folds",2026-01-03T19:53:15.142Z,176746999514200
"""Justin @ g0FfVCh6gI"" raises to 10000",2026-01-03T19:53:14.047Z,176746999404700
"""9292 @ xswHkyUXqL"" raises to 2800",2026-01-03T19:53:09.811Z,176746998981100
"""Black @ eLlYR19TDN"" folds",2026-01-03T19:53:06.038Z,176746998603800
"""jho @ t3NhL8TnYz"" posts a big blind of 800",2026-01-03T19:53:04.494Z,176746998449407
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2026-01-03T19:53:04.494Z,176746998449406
"Your hand is 10♥, 5♣",2026-01-03T19:53:04.494Z,176746998449403
"Player stacks: #3 ""Justin @ g0FfVCh6gI"" (940588) | #7 ""jho @ t3NhL8TnYz"" (2201539) | #9 ""Black @ eLlYR19TDN"" (1489473) | #10 ""9292 @ xswHkyUXqL"" (1377100)",2026-01-03T19:53:04.494Z,176746998449401
"-- starting hand #1052 (id: 4zu8xnb3tivt)  (No Limit Texas Hold'em) (dealer: ""9292 @ xswHkyUXqL"") --",2026-01-03T19:53:04.494Z,176746998449400
"-- ending hand #1051 --",2026-01-03T19:52:58.555Z,176746997855502
"""9292 @ xswHkyUXqL"" collected 138800 from pot",2026-01-03T19:52:58.555Z,176746997855501
"Uncalled bet of 138800 returned to ""9292 @ xswHkyUXqL""",2026-01-03T19:52:58.555Z,176746997855500
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T19:52:57.708Z,176746997770800
"""9292 @ xswHkyUXqL"" bets 138800",2026-01-03T19:52:47.606Z,176746996760600
"Turn: J♥, 7♠, 9♠ [6♣]",2026-01-03T19:52:42.575Z,176746996257500
"""jho @ t3NhL8TnYz"" folds",2026-01-03T19:52:41.766Z,176746996176600
"""Justin @ g0FfVCh6gI"" calls 50000",2026-01-03T19:52:35.772Z,176746995577200
"""9292 @ xswHkyUXqL"" bets 50000",2026-01-03T19:52:32.929Z,176746995292900
"Flop:  [J♥, 7♠, 9♠]",2026-01-03T19:52:24.103Z,176746994410300
"""Black @ eLlYR19TDN"" folds",2026-01-03T19:52:23.287Z,176746994328700
"""jho @ t3NhL8TnYz"" calls 12000",2026-01-03T19:52:22.213Z,176746994221300
"""Justin @ g0FfVCh6gI"" calls 12000",2026-01-03T19:52:18.164Z,176746993816400
"""9292 @ xswHkyUXqL"" raises to 12000",2026-01-03T19:52:16.081Z,176746993608100
"""Black @ eLlYR19TDN"" calls 2800",2026-01-03T19:52:12.636Z,176746993263600
"""jho @ t3NhL8TnYz"" raises to 2800",2026-01-03T19:52:10.899Z,176746993089900
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2026-01-03T19:52:07.692Z,176746992769207
"""9292 @ xswHkyUXqL"" posts a small blind of 400",2026-01-03T19:52:07.692Z,176746992769206
"Your hand is 5♠, 4♥",2026-01-03T19:52:07.692Z,176746992769203
"Player stacks: #3 ""Justin @ g0FfVCh6gI"" (1002588) | #7 ""jho @ t3NhL8TnYz"" (2213539) | #9 ""Black @ eLlYR19TDN"" (1492273) | #10 ""9292 @ xswHkyUXqL"" (1300300)",2026-01-03T19:52:07.692Z,176746992769201
"-- starting hand #1051 (id: d9ikhhmxavoe)  (No Limit Texas Hold'em) (dealer: ""Black @ eLlYR19TDN"") --",2026-01-03T19:52:07.692Z,176746992769200
"-- ending hand #1050 --",2026-01-03T19:52:04.721Z,176746992472102
"""9292 @ xswHkyUXqL"" collected 800 from pot",2026-01-03T19:52:04.721Z,176746992472101
"Uncalled bet of 400 returned to ""9292 @ xswHkyUXqL""",2026-01-03T19:52:04.721Z,176746992472100
"""Black @ eLlYR19TDN"" folds",2026-01-03T19:52:03.900Z,176746992390000
"""jho @ t3NhL8TnYz"" folds",2026-01-03T19:51:48.161Z,176746990816100
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T19:51:44.672Z,176746990467200
"""9292 @ xswHkyUXqL"" posts a big blind of 800",2026-01-03T19:51:43.171Z,176746990317107
"""Black @ eLlYR19TDN"" posts a small blind of 400",2026-01-03T19:51:43.171Z,176746990317106
"Your hand is 5♥, 8♦",2026-01-03T19:51:43.171Z,176746990317103
"Player stacks: #3 ""Justin @ g0FfVCh6gI"" (1002588) | #7 ""jho @ t3NhL8TnYz"" (2213539) | #9 ""Black @ eLlYR19TDN"" (1492673) | #10 ""9292 @ xswHkyUXqL"" (1299900)",2026-01-03T19:51:43.171Z,176746990317101
"-- starting hand #1050 (id: hyyh1c3lbxnz)  (No Limit Texas Hold'em) (dealer: ""jho @ t3NhL8TnYz"") --",2026-01-03T19:51:43.171Z,176746990317100
"-- ending hand #1049 --",2026-01-03T19:51:40.225Z,176746990022502
"""9292 @ xswHkyUXqL"" collected 48000 from pot",2026-01-03T19:51:40.225Z,176746990022501
"Uncalled bet of 48000 returned to ""9292 @ xswHkyUXqL""",2026-01-03T19:51:40.225Z,176746990022500
"""jho @ t3NhL8TnYz"" folds",2026-01-03T19:51:39.412Z,176746989941200
"""9292 @ xswHkyUXqL"" bets 48000",2026-01-03T19:51:24.612Z,176746988461200
"""jho @ t3NhL8TnYz"" checks",2026-01-03T19:51:17.396Z,176746987739600
"River: 2♠, Q♥, 6♥, Q♠ [8♠]",2026-01-03T19:51:12.623Z,176746987262300
"""9292 @ xswHkyUXqL"" calls 12000",2026-01-03T19:51:11.816Z,176746987181600
"""jho @ t3NhL8TnYz"" bets 12000",2026-01-03T19:51:09.731Z,176746986973100
"Turn: 2♠, Q♥, 6♥ [Q♠]",2026-01-03T19:51:02.773Z,176746986277300
"""9292 @ xswHkyUXqL"" calls 7200",2026-01-03T19:51:01.941Z,176746986194100
"""Black @ eLlYR19TDN"" folds",2026-01-03T19:51:00.399Z,176746986039900
"""jho @ t3NhL8TnYz"" bets 7200",2026-01-03T19:50:55.829Z,176746985582900
"Flop:  [2♠, Q♥, 6♥]",2026-01-03T19:50:47.820Z,176746984782000
"""9292 @ xswHkyUXqL"" calls 3200",2026-01-03T19:50:46.996Z,176746984699600
"""Black @ eLlYR19TDN"" calls 3200",2026-01-03T19:50:41.930Z,176746984193000
"""jho @ t3NhL8TnYz"" raises to 3200",2026-01-03T19:50:37.531Z,176746983753100
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T19:50:32.806Z,176746983280600
