entry,at,order
"Flop:  [J♦, 3♥, 9♥]",2026-01-03T17:39:50.515Z,176746199051500
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:39:49.709Z,176746198970900
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:39:48.601Z,176746198860100
"""Z9Z9 @ xswHkyUXqL"" raises to 2800",2026-01-03T17:39:46.021Z,176746198602100
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:39:43.297Z,176746198329700
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2026-01-03T17:39:40.302Z,176746198030207
"""black @ e2LT3dd3Tx"" posts a small blind of 400",2026-01-03T17:39:40.302Z,176746198030206
"Your hand is 10♥, 2♠",2026-01-03T17:39:40.302Z,176746198030204
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1153673) | #3 ""Justin @ g0FfVCh6gI"" (763450) | #7 ""jho @ t3NhL8TnYz"" (1246202) | #10 ""Z9Z9 @ xswHkyUXqL"" (445375)",2026-01-03T17:39:40.302Z,176746198030201
"-- starting hand #869 (id: adlgcudbhzua)  (No Limit Texas Hold'em) (dealer: ""Z9Z9 @ xswHkyUXqL"") --",2026-01-03T17:39:40.302Z,176746198030200
"-- ending hand #868 --",2026-01-03T17:39:37.302Z,176746197730202
"""black @ e2LT3dd3Tx"" collected 12000 from pot",2026-01-03T17:39:37.302Z,176746197730201
"Uncalled bet of 12000 returned to ""black @ e2LT3dd3Tx""",2026-01-03T17:39:37.302Z,176746197730200
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:39:36.410Z,176746197641000
"""black @ e2LT3dd3Tx"" bets 12000",2026-01-03T17:39:30.479Z,176746197047900
"River: 10♦, 6♥, 8♣, 10♠ [3♦]",2026-01-03T17:39:27.493Z,176746196749300
"""Justin @ g0FfVCh6gI"" calls 3000",2026-01-03T17:39:26.653Z,176746196665300
"""black @ e2LT3dd3Tx"" bets 3000",2026-01-03T17:39:23.724Z,176746196372400
"Turn: 10♦, 6♥, 8♣ [10♠]",2026-01-03T17:39:19.879Z,176746195987900
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:39:19.003Z,176746195900300
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:39:16.710Z,176746195671000
"Flop:  [10♦, 6♥, 8♣]",2026-01-03T17:39:15.131Z,176746195513100
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:39:14.326Z,176746195432600
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:39:12.878Z,176746195287800
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:39:11.504Z,176746195150400
"""Justin @ g0FfVCh6gI"" raises to 2800",2026-01-03T17:39:10.461Z,176746195046100
"""black @ e2LT3dd3Tx"" posts a big blind of 800",2026-01-03T17:39:05.925Z,176746194592507
"""Z9Z9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-03T17:39:05.925Z,176746194592506
"Your hand is K♥, 2♣",2026-01-03T17:39:05.925Z,176746194592504
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1147473) | #3 ""Justin @ g0FfVCh6gI"" (769250) | #7 ""jho @ t3NhL8TnYz"" (1246202) | #10 ""Z9Z9 @ xswHkyUXqL"" (445775)",2026-01-03T17:39:05.925Z,176746194592501
"-- starting hand #868 (id: vgjhhaf0cmoa)  (No Limit Texas Hold'em) (dealer: ""jho @ t3NhL8TnYz"") --",2026-01-03T17:39:05.925Z,176746194592500
"-- ending hand #867 --",2026-01-03T17:39:02.917Z,176746194291702
"""black @ e2LT3dd3Tx"" collected 75600 from pot with Flush, Ad High (combination: A♦, J♦, 8♦, 4♦, 2♦)",2026-01-03T17:39:02.917Z,176746194291701
"""black @ e2LT3dd3Tx"" shows a A♦, 8♦.",2026-01-03T17:39:02.917Z,176746194291700
"""jho @ t3NhL8TnYz"" calls 25200",2026-01-03T17:39:02.102Z,176746194210200
"""black @ e2LT3dd3Tx"" bets 25200",2026-01-03T17:39:00.747Z,176746194074700
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:38:54.279Z,176746193427900
"River: J♦, 2♦, 8♣, Q♠ [4♦]",2026-01-03T17:38:48.315Z,176746192831500
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:38:47.513Z,176746192751300
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:38:41.047Z,176746192104700
"Turn: J♦, 2♦, 8♣ [Q♠]",2026-01-03T17:38:40.424Z,176746192042400
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:38:39.587Z,176746191958700
"""jho @ t3NhL8TnYz"" calls 8400",2026-01-03T17:38:38.348Z,176746191834800
"""black @ e2LT3dd3Tx"" bets 8400",2026-01-03T17:38:36.465Z,176746191646500
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:38:33.207Z,176746191320700
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:38:32.044Z,176746191204400
"Flop:  [J♦, 2♦, 8♣]",2026-01-03T17:38:15.203Z,176746189520300
"""Z9Z9 @ xswHkyUXqL"" calls 2800",2026-01-03T17:38:14.382Z,176746189438200
"""jho @ t3NhL8TnYz"" calls 2800",2026-01-03T17:38:12.583Z,176746189258300
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:38:11.509Z,176746189150900
"""black @ e2LT3dd3Tx"" raises to 2800",2026-01-03T17:38:10.401Z,176746189040100
"""Z9Z9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-03T17:38:07.196Z,176746188719607
"""jho @ t3NhL8TnYz"" posts a small blind of 400",2026-01-03T17:38:07.196Z,176746188719606
"Your hand is J♣, 9♦",2026-01-03T17:38:07.196Z,176746188719604
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1108273) | #3 ""Justin @ g0FfVCh6gI"" (769250) | #7 ""jho @ t3NhL8TnYz"" (1282602) | #10 ""Z9Z9 @ xswHkyUXqL"" (448575)",2026-01-03T17:38:07.196Z,176746188719601
"-- starting hand #867 (id: 9e9qlbfu1svu)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-03T17:38:07.196Z,176746188719600
"-- ending hand #866 --",2026-01-03T17:38:04.282Z,176746188428202
"""jho @ t3NhL8TnYz"" collected 33600 from pot",2026-01-03T17:38:04.282Z,176746188428201
"Uncalled bet of 16800 returned to ""jho @ t3NhL8TnYz""",2026-01-03T17:38:04.282Z,176746188428200
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:38:03.477Z,176746188347700
"""jho @ t3NhL8TnYz"" bets 16800",2026-01-03T17:38:01.519Z,176746188151900
"Flop:  [A♠, K♣, Q♥]",2026-01-03T17:37:57.024Z,176746187702400
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:37:56.218Z,176746187621800
"""black @ e2LT3dd3Tx"" folds",2026-01-03T17:37:54.660Z,176746187466000
"""Z9Z9 @ xswHkyUXqL"" calls 14000",2026-01-03T17:37:53.551Z,176746187355100
"""jho @ t3NhL8TnYz"" raises to 14000",2026-01-03T17:37:48.952Z,176746186895200
"""Justin @ g0FfVCh6gI"" calls 2800",2026-01-03T17:37:43.315Z,176746186331500
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:37:42.184Z,176746186218400
"""Z9Z9 @ xswHkyUXqL"" raises to 2800",2026-01-03T17:37:40.607Z,176746186060700
"""jho @ t3NhL8TnYz"" posts a big blind of 800",2026-01-03T17:37:38.467Z,176746185846707
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2026-01-03T17:37:38.467Z,176746185846706
"Your hand is 5♦, 5♣",2026-01-03T17:37:38.467Z,176746185846704
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1111073) | #3 ""Justin @ g0FfVCh6gI"" (772050) | #7 ""jho @ t3NhL8TnYz"" (1263002) | #10 ""Z9Z9 @ xswHkyUXqL"" (462575)",2026-01-03T17:37:38.467Z,176746185846701
"-- starting hand #866 (id: koou3yzg8uiy)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2026-01-03T17:37:38.467Z,176746185846700
"-- ending hand #865 --",2026-01-03T17:37:35.456Z,176746185545602
"""black @ e2LT3dd3Tx"" collected 2400 from pot with Pair, A's (combination: A♠, A♦, K♠, Q♦, 9♠)",2026-01-03T17:37:35.456Z,176746185545601
"""black @ e2LT3dd3Tx"" shows a 6♠, Q♦.",2026-01-03T17:37:35.456Z,176746185545600
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:37:34.637Z,176746185463700
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:37:33.289Z,176746185328900
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:37:32.093Z,176746185209300
"River: 9♠, K♠, A♠, 5♣ [A♦]",2026-01-03T17:37:30.054Z,176746185005400
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:37:29.187Z,176746184918700
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:37:27.894Z,176746184789400
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:37:26.454Z,176746184645400
"Turn: 9♠, K♠, A♠ [5♣]",2026-01-03T17:37:23.647Z,176746184364700
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:37:22.786Z,176746184278600
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:37:21.536Z,176746184153600
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:37:20.452Z,176746184045200
"Flop:  [9♠, K♠, A♠]",2026-01-03T17:37:17.327Z,176746183732700
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:37:16.517Z,176746183651700
"""black @ e2LT3dd3Tx"" calls 800",2026-01-03T17:37:14.778Z,176746183477800
"""Z9Z9 @ xswHkyUXqL"" calls 800",2026-01-03T17:37:09.842Z,176746182984200
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:37:08.194Z,176746182819400
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2026-01-03T17:37:03.138Z,176746182313807
"""black @ e2LT3dd3Tx"" posts a small blind of 400",2026-01-03T17:37:03.138Z,176746182313806
"Your hand is 2♠, J♥",2026-01-03T17:37:03.138Z,176746182313804
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1109473) | #3 ""Justin @ g0FfVCh6gI"" (772850) | #7 ""jho @ t3NhL8TnYz"" (1263002) | #10 ""Z9Z9 @ xswHkyUXqL"" (463375)",2026-01-03T17:37:03.138Z,176746182313801
"-- starting hand #865 (id: pqhx851srtqh)  (No Limit Texas Hold'em) (dealer: ""Z9Z9 @ xswHkyUXqL"") --",2026-01-03T17:37:03.138Z,176746182313800
"-- ending hand #864 --",2026-01-03T17:37:00.100Z,176746182010002
"""black @ e2LT3dd3Tx"" collected 157500 from pot with Two Pair, 8's & 6's (combination: 8♣, 8♥, 6♥, 6♣, J♥)",2026-01-03T17:37:00.100Z,176746182010001
"""black @ e2LT3dd3Tx"" shows a 6♥, 8♣.",2026-01-03T17:37:00.100Z,176746182010000
"""jho @ t3NhL8TnYz"" calls 52500",2026-01-03T17:36:59.231Z,176746181923100
"""black @ e2LT3dd3Tx"" bets 52500",2026-01-03T17:36:35.807Z,176746179580700
"River: 6♣, 10♣, 8♥, J♥ [5♠]",2026-01-03T17:36:22.909Z,176746178290900
"""black @ e2LT3dd3Tx"" calls 15750",2026-01-03T17:36:22.078Z,176746178207800
"""jho @ t3NhL8TnYz"" bets 15750",2026-01-03T17:36:17.298Z,176746177729800
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:36:06.872Z,176746176687200
"Turn: 6♣, 10♣, 8♥ [J♥]",2026-01-03T17:36:05.181Z,176746176518100
"""black @ e2LT3dd3Tx"" calls 6300",2026-01-03T17:36:04.341Z,176746176434100
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:36:02.285Z,176746176228500
"""jho @ t3NhL8TnYz"" bets 6300",2026-01-03T17:36:00.234Z,176746176023400
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:35:57.816Z,176746175781600
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:35:56.532Z,176746175653200
"Flop:  [6♣, 10♣, 8♥]",2026-01-03T17:35:53.920Z,176746175392000
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:35:53.076Z,176746175307600
"""Z9Z9 @ xswHkyUXqL"" calls 2800",2026-01-03T17:35:51.492Z,176746175149200
"""jho @ t3NhL8TnYz"" raises to 2800",2026-01-03T17:35:45.631Z,176746174563100
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:35:42.608Z,176746174260800
"""black @ e2LT3dd3Tx"" posts a big blind of 800",2026-01-03T17:35:40.544Z,176746174054407
"""Z9Z9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-03T17:35:40.544Z,176746174054406
"Your hand is 7♦, 7♠",2026-01-03T17:35:40.544Z,176746174054404
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1029323) | #3 ""Justin @ g0FfVCh6gI"" (772850) | #7 ""jho @ t3NhL8TnYz"" (1340352) | #10 ""Z9Z9 @ xswHkyUXqL"" (466175)",2026-01-03T17:35:40.544Z,176746174054401
"-- starting hand #864 (id: ja53ob5bngre)  (No Limit Texas Hold'em) (dealer: ""jho @ t3NhL8TnYz"") --",2026-01-03T17:35:40.544Z,176746174054400
"-- ending hand #863 --",2026-01-03T17:35:37.508Z,176746173750802
"""Z9Z9 @ xswHkyUXqL"" collected 151200 from pot with Two Pair, J's & 6's (combination: J♦, J♣, 6♥, 6♦, 9♦)",2026-01-03T17:35:37.508Z,176746173750801
"""Z9Z9 @ xswHkyUXqL"" shows a 8♣, J♦.",2026-01-03T17:35:37.508Z,176746173750800
"""Justin @ g0FfVCh6gI"" calls 37800",2026-01-03T17:35:36.617Z,176746173661700
"""Z9Z9 @ xswHkyUXqL"" bets 37800",2026-01-03T17:35:32.232Z,176746173223200
"River: J♣, 9♦, 3♣, 6♥ [6♦]",2026-01-03T17:35:22.893Z,176746172289300
"""Justin @ g0FfVCh6gI"" calls 25200",2026-01-03T17:35:22.058Z,176746172205800
"""Z9Z9 @ xswHkyUXqL"" bets 25200",2026-01-03T17:35:18.607Z,176746171860700
"Turn: J♣, 9♦, 3♣ [6♥]",2026-01-03T17:35:15.314Z,176746171531400
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:35:14.498Z,176746171449800
"""Justin @ g0FfVCh6gI"" calls 8400",2026-01-03T17:35:11.958Z,176746171195800
"""Z9Z9 @ xswHkyUXqL"" bets 8400",2026-01-03T17:35:10.162Z,176746171016200
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:35:06.997Z,176746170699700
"Flop:  [J♣, 9♦, 3♣]",2026-01-03T17:34:53.894Z,176746169389400
"""Z9Z9 @ xswHkyUXqL"" calls 2800",2026-01-03T17:34:53.032Z,176746169303200
"""jho @ t3NhL8TnYz"" calls 2800",2026-01-03T17:34:51.448Z,176746169144800
"""Justin @ g0FfVCh6gI"" raises to 2800",2026-01-03T17:34:50.267Z,176746169026700
"""black @ e2LT3dd3Tx"" folds",2026-01-03T17:34:44.018Z,176746168401800
"""Z9Z9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-03T17:34:38.988Z,176746167898807
"""jho @ t3NhL8TnYz"" posts a small blind of 400",2026-01-03T17:34:38.988Z,176746167898806
"Your hand is 6♣, 4♠",2026-01-03T17:34:38.988Z,176746167898804
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1029323) | #3 ""Justin @ g0FfVCh6gI"" (847050) | #7 ""jho @ t3NhL8TnYz"" (1343152) | #10 ""Z9Z9 @ xswHkyUXqL"" (389175)",2026-01-03T17:34:38.988Z,176746167898801
"-- starting hand #863 (id: dtt45vkqrt0l)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-03T17:34:38.988Z,176746167898800
"-- ending hand #862 --",2026-01-03T17:34:33.081Z,176746167308102
"""Z9Z9 @ xswHkyUXqL"" collected 96800 from pot",2026-01-03T17:34:33.081Z,176746167308101
"Uncalled bet of 292375 returned to ""Z9Z9 @ xswHkyUXqL""",2026-01-03T17:34:33.081Z,176746167308100
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:34:32.222Z,176746167222200
"""Z9Z9 @ xswHkyUXqL"" bets 292375 and go all in",2026-01-03T17:34:30.132Z,176746167013200
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:34:26.202Z,176746166620200
"Turn: A♠, A♥, 4♥ [9♣]",2026-01-03T17:34:11.660Z,176746165166000
"""Z9Z9 @ xswHkyUXqL"" calls 24200",2026-01-03T17:34:10.857Z,176746165085700
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:34:09.079Z,176746164907900
"""Justin @ g0FfVCh6gI"" bets 24200",2026-01-03T17:34:06.038Z,176746164603800
"Flop:  [A♠, A♥, 4♥]",2026-01-03T17:33:56.789Z,176746163678900
"""black @ e2LT3dd3Tx"" folds",2026-01-03T17:33:55.935Z,176746163593500
"""Z9Z9 @ xswHkyUXqL"" calls 15200",2026-01-03T17:33:54.907Z,176746163490700
"""jho @ t3NhL8TnYz"" calls 15200",2026-01-03T17:33:52.631Z,176746163263100
"""Justin @ g0FfVCh6gI"" raises to 15200",2026-01-03T17:33:47.624Z,176746162762400
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:33:40.243Z,176746162024300
"""Z9Z9 @ xswHkyUXqL"" raises to 2800",2026-01-03T17:33:36.976Z,176746161697600
"""jho @ t3NhL8TnYz"" posts a big blind of 800",2026-01-03T17:33:34.164Z,176746161416407
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2026-01-03T17:33:34.164Z,176746161416406
"Your hand is 9♦, 9♠",2026-01-03T17:33:34.164Z,176746161416404
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1032123) | #3 ""Justin @ g0FfVCh6gI"" (886450) | #7 ""jho @ t3NhL8TnYz"" (1358352) | #10 ""Z9Z9 @ xswHkyUXqL"" (331775)",2026-01-03T17:33:34.164Z,176746161416401
"-- starting hand #862 (id: ipg1ssryzbfi)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2026-01-03T17:33:34.164Z,176746161416400
"-- ending hand #861 --",2026-01-03T17:33:31.226Z,176746161122602
"""black @ e2LT3dd3Tx"" collected 4800 from pot",2026-01-03T17:33:31.226Z,176746161122601
"Uncalled bet of 2400 returned to ""black @ e2LT3dd3Tx""",2026-01-03T17:33:31.226Z,176746161122600
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:33:30.416Z,176746161041600
"""black @ e2LT3dd3Tx"" bets 2400",2026-01-03T17:33:29.307Z,176746160930700
"Flop:  [A♣, A♦, Q♣]",2026-01-03T17:33:25.015Z,176746160501500
"""Justin @ g0FfVCh6gI"" calls 2400",2026-01-03T17:33:24.190Z,176746160419000
"""black @ e2LT3dd3Tx"" raises to 2400",2026-01-03T17:33:22.939Z,176746160293900
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:33:20.407Z,176746160040700
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:33:19.248Z,176746159924800
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2026-01-03T17:33:11.003Z,176746159100307
"""black @ e2LT3dd3Tx"" posts a small blind of 400",2026-01-03T17:33:11.003Z,176746159100306
"Your hand is 6♣, K♦",2026-01-03T17:33:11.003Z,176746159100304
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1029723) | #3 ""Justin @ g0FfVCh6gI"" (888850) | #7 ""jho @ t3NhL8TnYz"" (1358352) | #10 ""Z9Z9 @ xswHkyUXqL"" (331775)",2026-01-03T17:33:11.003Z,176746159100301
"-- starting hand #861 (id: eqmn4qng4ovn)  (No Limit Texas Hold'em) (dealer: ""Z9Z9 @ xswHkyUXqL"") --",2026-01-03T17:33:11.003Z,176746159100300
"-- ending hand #860 --",2026-01-03T17:33:08.071Z,176746158807102
"""Z9Z9 @ xswHkyUXqL"" collected 6400 from pot",2026-01-03T17:33:08.071Z,176746158807101
"Uncalled bet of 6400 returned to ""Z9Z9 @ xswHkyUXqL""",2026-01-03T17:33:08.071Z,176746158807100
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:33:07.246Z,176746158724600
"""Z9Z9 @ xswHkyUXqL"" bets 6400",2026-01-03T17:33:05.113Z,176746158511300
"Flop:  [2♣, J♦, 3♦]",2026-01-03T17:33:02.156Z,176746158215600
"""black @ e2LT3dd3Tx"" folds",2026-01-03T17:33:01.261Z,176746158126100
"""Z9Z9 @ xswHkyUXqL"" calls 2800",2026-01-03T17:33:00.214Z,176746158021400
"""jho @ t3NhL8TnYz"" raises to 2800",2026-01-03T17:32:56.110Z,176746157611000
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:32:53.214Z,176746157321400
"""black @ e2LT3dd3Tx"" posts a big blind of 800",2026-01-03T17:32:50.897Z,176746157089707
"""Z9Z9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-03T17:32:50.897Z,176746157089706
"Your hand is 8♦, 6♣",2026-01-03T17:32:50.897Z,176746157089704
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1030523) | #3 ""Justin @ g0FfVCh6gI"" (888850) | #7 ""jho @ t3NhL8TnYz"" (1361152) | #10 ""Z9Z9 @ xswHkyUXqL"" (328175)",2026-01-03T17:32:50.897Z,176746157089701
"-- starting hand #860 (id: yqbjaict83yi)  (No Limit Texas Hold'em) (dealer: ""jho @ t3NhL8TnYz"") --",2026-01-03T17:32:50.897Z,176746157089700
"-- ending hand #859 --",2026-01-03T17:32:47.893Z,176746156789303
"""black @ e2LT3dd3Tx"" collected 23000 from pot with Pair, 9's (combination: 9♦, 9♠, K♥, 8♦, 7♦)",2026-01-03T17:32:47.893Z,176746156789302
"""black @ e2LT3dd3Tx"" shows a 8♦, 9♦.",2026-01-03T17:32:47.893Z,176746156789301
"""jho @ t3NhL8TnYz"" shows a Q♦, 4♦.",2026-01-03T17:32:47.893Z,176746156789300
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:32:46.993Z,176746156699300
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:32:45.580Z,176746156558000
"River: 4♠, K♥, 9♠, 6♦ [7♦]",2026-01-03T17:32:39.465Z,176746155946500
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:32:38.589Z,176746155858900
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:32:36.397Z,176746155639700
"Turn: 4♠, K♥, 9♠ [6♦]",2026-01-03T17:32:35.664Z,176746155566400
"""jho @ t3NhL8TnYz"" calls 6900",2026-01-03T17:32:34.781Z,176746155478100
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:32:30.187Z,176746155018700
"""black @ e2LT3dd3Tx"" bets 6900",2026-01-03T17:32:27.861Z,176746154786100
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:32:24.659Z,176746154465900
"Flop:  [4♠, K♥, 9♠]",2026-01-03T17:32:24.057Z,176746154405700
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:32:23.189Z,176746154318900
"""jho @ t3NhL8TnYz"" calls 2800",2026-01-03T17:32:22.072Z,176746154207200
"""Justin @ g0FfVCh6gI"" calls 2800",2026-01-03T17:32:18.301Z,176746153830100
"""black @ e2LT3dd3Tx"" raises to 2800",2026-01-03T17:32:16.657Z,176746153665700
"""Z9Z9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-03T17:32:14.049Z,176746153404907
"""jho @ t3NhL8TnYz"" posts a small blind of 400",2026-01-03T17:32:14.049Z,176746153404906
"Your hand is Q♦, 4♦",2026-01-03T17:32:14.049Z,176746153404904
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1017223) | #3 ""Justin @ g0FfVCh6gI"" (891650) | #7 ""jho @ t3NhL8TnYz"" (1370852) | #10 ""Z9Z9 @ xswHkyUXqL"" (328975)",2026-01-03T17:32:14.049Z,176746153404901
"-- starting hand #859 (id: zt36mnct0aar)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2026-01-03T17:32:14.049Z,176746153404900
"-- ending hand #858 --",2026-01-03T17:32:08.120Z,176746152812002
"""black @ e2LT3dd3Tx"" collected 9600 from pot",2026-01-03T17:32:08.120Z,176746152812001
"Uncalled bet of 9600 returned to ""black @ e2LT3dd3Tx""",2026-01-03T17:32:08.120Z,176746152812000
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:32:07.307Z,176746152730700
"""black @ e2LT3dd3Tx"" bets 9600",2026-01-03T17:32:05.107Z,176746152510700
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:32:01.814Z,176746152181400
"Turn: A♣, K♣, 9♠ [8♦]",2026-01-03T17:31:59.196Z,176746151919600
"""Z9Z9 @ xswHkyUXqL"" calls 3200",2026-01-03T17:31:58.392Z,176746151839200
"""jho @ t3NhL8TnYz"" folds",2026-01-03T17:31:57.235Z,176746151723500
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:31:56.194Z,176746151619400
"""black @ e2LT3dd3Tx"" bets 3200",2026-01-03T17:31:54.983Z,176746151498300
"""Z9Z9 @ xswHkyUXqL"" checks",2026-01-03T17:31:52.652Z,176746151265200
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:31:51.256Z,176746151125600
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:31:50.224Z,176746151022400
"Flop:  [A♣, K♣, 9♠]",2026-01-03T17:31:47.200Z,176746150720000
"""jho @ t3NhL8TnYz"" checks",2026-01-03T17:31:46.361Z,176746150636100
"""Justin @ g0FfVCh6gI"" calls 800",2026-01-03T17:31:43.113Z,176746150311300
"""black @ e2LT3dd3Tx"" calls 800",2026-01-03T17:31:36.156Z,176746149615600
"""Z9Z9 @ xswHkyUXqL"" calls 800",2026-01-03T17:31:34.892Z,176746149489200
"""jho @ t3NhL8TnYz"" posts a big blind of 800",2026-01-03T17:31:31.931Z,176746149193107
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2026-01-03T17:31:31.931Z,176746149193106
"Your hand is 4♦, 10♦",2026-01-03T17:31:31.931Z,176746149193104
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (1011623) | #3 ""Justin @ g0FfVCh6gI"" (892450) | #7 ""jho @ t3NhL8TnYz"" (1371652) | #10 ""Z9Z9 @ xswHkyUXqL"" (332975)",2026-01-03T17:31:31.931Z,176746149193101
"-- starting hand #858 (id: nctnrrxeellw)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2026-01-03T17:31:31.931Z,176746149193100
"-- ending hand #857 --",2026-01-03T17:31:29.013Z,176746148901302
"""jho @ t3NhL8TnYz"" collected 11200 from pot",2026-01-03T17:31:29.013Z,176746148901301
"Uncalled bet of 8400 returned to ""jho @ t3NhL8TnYz""",2026-01-03T17:31:29.013Z,176746148901300
"""Justin @ g0FfVCh6gI"" folds",2026-01-03T17:31:28.203Z,176746148820300
"""black @ e2LT3dd3Tx"" folds",2026-01-03T17:31:26.480Z,176746148648000
"""Z9Z9 @ xswHkyUXqL"" folds",2026-01-03T17:31:24.587Z,176746148458700
"""jho @ t3NhL8TnYz"" bets 8400",2026-01-03T17:31:22.850Z,176746148285000
"""Justin @ g0FfVCh6gI"" checks",2026-01-03T17:31:20.669Z,176746148066900
"""black @ e2LT3dd3Tx"" checks",2026-01-03T17:31:19.550Z,176746147955000
"Flop:  [J♦, 5♣, A♣]",2026-01-03T17:31:17.387Z,176746147738700
"""Justin @ g0FfVCh6gI"" calls 2800",2026-01-03T17:31:16.567Z,176746147656700
"""black @ e2LT3dd3Tx"" calls 2800",2026-01-03T17:31:08.577Z,176746146857700
