entry,at,order
-- ending hand #1496 --,2025-12-30T19:09:39.824Z,176712177982402
"""Justin @ g0FfVCh6gI"" collected 1600 from pot",2025-12-30T19:09:39.824Z,176712177982401
"Uncalled bet of 2400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:09:39.824Z,176712177982400
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:09:39.008Z,176712177900800
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T19:09:37.775Z,176712177777500
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:09:34.149Z,176712177414905
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:09:34.149Z,176712177414904
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1007739) | #10 ""Z9z9 @ xswHkyUXqL"" (1344650)",2025-12-30T19:09:34.149Z,176712177414901
"-- starting hand #1496 (id: 7ediqbwyvj0c)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:09:34.149Z,176712177414900
-- ending hand #1495 --,2025-12-30T19:09:28.147Z,176712176814702
"""Z9z9 @ xswHkyUXqL"" collected 43200 from pot with Two Pair, 9's & 5's (combination: 9♥, 9♠, 5♠, 5♥, 6♣)",2025-12-30T19:09:28.147Z,176712176814701
"""Z9z9 @ xswHkyUXqL"" shows a 9♥, 3♥.",2025-12-30T19:09:28.147Z,176712176814700
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:09:27.282Z,176712176728200
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:09:26.116Z,176712176611600
"River: 4♥, 9♠, 5♠, 6♣ [5♥]",2025-12-30T19:09:24.546Z,176712176454600
"""Justin @ g0FfVCh6gI"" calls 14400",2025-12-30T19:09:23.743Z,176712176374300
"""Z9z9 @ xswHkyUXqL"" bets 14400",2025-12-30T19:09:20.693Z,176712176069300
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:09:18.332Z,176712175833200
"Turn: 4♥, 9♠, 5♠ [6♣]",2025-12-30T19:09:16.746Z,176712175674600
"""Justin @ g0FfVCh6gI"" calls 4800",2025-12-30T19:09:15.869Z,176712175586900
"""Z9z9 @ xswHkyUXqL"" bets 4800",2025-12-30T19:09:12.799Z,176712175279900
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:09:10.527Z,176712175052700
"Flop:  [4♥, 9♠, 5♠]",2025-12-30T19:09:08.861Z,176712174886100
"""Justin @ g0FfVCh6gI"" calls 2400",2025-12-30T19:09:08.050Z,176712174805000
"""Z9z9 @ xswHkyUXqL"" raises to 2400",2025-12-30T19:09:06.904Z,176712174690400
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:09:04.147Z,176712174414705
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:09:04.147Z,176712174414704
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1029339) | #10 ""Z9z9 @ xswHkyUXqL"" (1323050)",2025-12-30T19:09:04.147Z,176712174414701
"-- starting hand #1495 (id: fzqplotz5gem)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:09:04.147Z,176712174414700
-- ending hand #1494 --,2025-12-30T19:09:01.232Z,176712174123202
"""Justin @ g0FfVCh6gI"" collected 1600 from pot",2025-12-30T19:09:01.232Z,176712174123201
"Uncalled bet of 2400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:09:01.232Z,176712174123200
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:09:00.413Z,176712174041300
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T19:08:59.134Z,176712173913400
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:08:56.724Z,176712173672405
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:08:56.724Z,176712173672404
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1028539) | #10 ""Z9z9 @ xswHkyUXqL"" (1323850)",2025-12-30T19:08:56.724Z,176712173672401
"-- starting hand #1494 (id: r2akbatyf3u5)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:08:56.724Z,176712173672400
-- ending hand #1493 --,2025-12-30T19:08:53.783Z,176712173378302
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T19:08:53.783Z,176712173378301
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:08:53.783Z,176712173378300
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:08:52.975Z,176712173297500
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:08:51.183Z,176712173118305
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:08:51.183Z,176712173118304
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1028139) | #10 ""Z9z9 @ xswHkyUXqL"" (1324250)",2025-12-30T19:08:51.183Z,176712173118301
"-- starting hand #1493 (id: ycuo3ngvwnhi)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:08:51.183Z,176712173118300
-- ending hand #1492 --,2025-12-30T19:08:48.280Z,176712172828002
"""Justin @ g0FfVCh6gI"" collected 12800 from pot",2025-12-30T19:08:48.280Z,176712172828001
"Uncalled bet of 9600 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:08:48.280Z,176712172828000
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:08:47.465Z,176712172746500
"""Justin @ g0FfVCh6gI"" bets 9600",2025-12-30T19:08:44.828Z,176712172482800
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:08:42.151Z,176712172215100
"Turn: 9♣, 8♦, A♠ [Q♠]",2025-12-30T19:08:40.474Z,176712172047400
"""Z9z9 @ xswHkyUXqL"" calls 3200",2025-12-30T19:08:39.630Z,176712171963000
"""Justin @ g0FfVCh6gI"" bets 3200",2025-12-30T19:08:36.677Z,176712171667700
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:08:33.755Z,176712171375500
"Flop:  [9♣, 8♦, A♠]",2025-12-30T19:08:28.908Z,176712170890800
"""Z9z9 @ xswHkyUXqL"" calls 3200",2025-12-30T19:08:28.081Z,176712170808100
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T19:08:26.733Z,176712170673300
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:08:24.261Z,176712170426105
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:08:24.261Z,176712170426104
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1021739) | #10 ""Z9z9 @ xswHkyUXqL"" (1330650)",2025-12-30T19:08:24.261Z,176712170426101
"-- starting hand #1492 (id: em5je9w1enki)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:08:24.261Z,176712170426100
-- ending hand #1491 --,2025-12-30T19:08:21.329Z,176712170132902
"""Z9z9 @ xswHkyUXqL"" collected 8000 from pot",2025-12-30T19:08:21.329Z,176712170132901
"Uncalled bet of 8000 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T19:08:21.329Z,176712170132900
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T19:08:20.513Z,176712170051300
"""Z9z9 @ xswHkyUXqL"" bets 8000",2025-12-30T19:08:19.160Z,176712169916000
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:08:15.782Z,176712169578200
"Flop:  [3♦, 2♠, 2♥]",2025-12-30T19:08:14.451Z,176712169445100
"""Justin @ g0FfVCh6gI"" calls 4000",2025-12-30T19:08:13.568Z,176712169356800
"""Z9z9 @ xswHkyUXqL"" raises to 4000",2025-12-30T19:08:12.145Z,176712169214500
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:08:08.295Z,176712168829505
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:08:08.295Z,176712168829504
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1025739) | #10 ""Z9z9 @ xswHkyUXqL"" (1326650)",2025-12-30T19:08:08.295Z,176712168829501
"-- starting hand #1491 (id: clxft3cilf7n)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:08:08.295Z,176712168829500
-- ending hand #1490 --,2025-12-30T19:08:05.346Z,176712168534602
"""Z9z9 @ xswHkyUXqL"" collected 800 from pot",2025-12-30T19:08:05.346Z,176712168534601
"Uncalled bet of 400 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T19:08:05.346Z,176712168534600
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T19:08:04.500Z,176712168450000
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:08:03.242Z,176712168324205
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:08:03.242Z,176712168324204
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1026139) | #10 ""Z9z9 @ xswHkyUXqL"" (1326250)",2025-12-30T19:08:03.242Z,176712168324201
"-- starting hand #1490 (id: xcuvhi2fqy3r)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:08:03.242Z,176712168324200
-- ending hand #1489 --,2025-12-30T19:08:00.322Z,176712168032202
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T19:08:00.322Z,176712168032201
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:08:00.322Z,176712168032200
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:07:59.496Z,176712167949600
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:07:58.229Z,176712167822905
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:07:58.229Z,176712167822904
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1025739) | #10 ""Z9z9 @ xswHkyUXqL"" (1326650)",2025-12-30T19:07:58.229Z,176712167822901
"-- starting hand #1489 (id: 3os0ge5e4n7b)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:07:58.229Z,176712167822900
-- ending hand #1488 --,2025-12-30T19:07:55.226Z,176712167522602
"""Justin @ g0FfVCh6gI"" collected 1600 from pot",2025-12-30T19:07:55.226Z,176712167522601
"Uncalled bet of 2400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:07:55.226Z,176712167522600
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:07:54.411Z,176712167441100
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T19:07:52.187Z,176712167218700
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:07:49.823Z,176712166982305
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:07:49.823Z,176712166982304
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1024939) | #10 ""Z9z9 @ xswHkyUXqL"" (1327450)",2025-12-30T19:07:49.823Z,176712166982301
"-- starting hand #1488 (id: 0gk4f358bwq4)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:07:49.823Z,176712166982300
-- ending hand #1487 --,2025-12-30T19:07:46.902Z,176712166690202
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T19:07:46.902Z,176712166690201
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:07:46.902Z,176712166690200
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:07:46.090Z,176712166609000
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:07:44.614Z,176712166461405
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:07:44.614Z,176712166461404
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1024539) | #10 ""Z9z9 @ xswHkyUXqL"" (1327850)",2025-12-30T19:07:44.614Z,176712166461401
"-- starting hand #1487 (id: h2frhh62ajef)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:07:44.614Z,176712166461400
-- ending hand #1486 --,2025-12-30T19:07:41.623Z,176712166162302
"""Justin @ g0FfVCh6gI"" collected 36000 from pot",2025-12-30T19:07:41.623Z,176712166162301
"Uncalled bet of 29400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:07:41.623Z,176712166162300
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:07:40.815Z,176712166081500
"""Justin @ g0FfVCh6gI"" raises to 40200",2025-12-30T19:07:38.933Z,176712165893300
"""Z9z9 @ xswHkyUXqL"" bets 10800",2025-12-30T19:07:28.810Z,176712164881000
"Turn: 5♣, 10♠, 5♦ [4♥]",2025-12-30T19:07:22.999Z,176712164299900
"""Justin @ g0FfVCh6gI"" calls 4800",2025-12-30T19:07:22.175Z,176712164217500
"""Z9z9 @ xswHkyUXqL"" bets 4800",2025-12-30T19:07:18.295Z,176712163829500
"Flop:  [5♣, 10♠, 5♦]",2025-12-30T19:07:14.169Z,176712163416900
"""Z9z9 @ xswHkyUXqL"" calls 2400",2025-12-30T19:07:13.287Z,176712163328700
"""Justin @ g0FfVCh6gI"" raises to 2400",2025-12-30T19:07:10.799Z,176712163079900
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:07:08.075Z,176712162807505
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:07:08.075Z,176712162807504
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1006539) | #10 ""Z9z9 @ xswHkyUXqL"" (1345850)",2025-12-30T19:07:08.075Z,176712162807501
"-- starting hand #1486 (id: sk6almnbzkkx)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:07:08.075Z,176712162807500
-- ending hand #1485 --,2025-12-30T19:07:05.164Z,176712162516402
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T19:07:05.164Z,176712162516401
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:07:05.164Z,176712162516400
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:07:04.308Z,176712162430800
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:07:02.965Z,176712162296505
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:07:02.965Z,176712162296504
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1006139) | #10 ""Z9z9 @ xswHkyUXqL"" (1346250)",2025-12-30T19:07:02.965Z,176712162296501
"-- starting hand #1485 (id: 9gubpjogcdmv)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:07:02.965Z,176712162296500
-- ending hand #1484 --,2025-12-30T19:06:59.974Z,176712161997402
"""Justin @ g0FfVCh6gI"" collected 4800 from pot",2025-12-30T19:06:59.974Z,176712161997401
"Uncalled bet of 3200 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:06:59.974Z,176712161997400
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:06:59.170Z,176712161917000
"""Justin @ g0FfVCh6gI"" bets 3200",2025-12-30T19:06:57.630Z,176712161763000
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:06:54.605Z,176712161460500
"Turn: A♥, 7♦, 7♠ [3♠]",2025-12-30T19:06:52.914Z,176712161291400
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:06:52.093Z,176712161209300
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:06:49.806Z,176712160980600
"Flop:  [A♥, 7♦, 7♠]",2025-12-30T19:06:46.757Z,176712160675700
"""Z9z9 @ xswHkyUXqL"" calls 2400",2025-12-30T19:06:45.945Z,176712160594500
"""Justin @ g0FfVCh6gI"" raises to 2400",2025-12-30T19:06:44.400Z,176712160440000
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:06:42.107Z,176712160210705
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:06:42.107Z,176712160210704
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1003739) | #10 ""Z9z9 @ xswHkyUXqL"" (1348650)",2025-12-30T19:06:42.107Z,176712160210701
"-- starting hand #1484 (id: pf56l95gyhim)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:06:42.107Z,176712160210700
-- ending hand #1483 --,2025-12-30T19:06:39.147Z,176712159914702
"""Justin @ g0FfVCh6gI"" collected 17600 from pot",2025-12-30T19:06:39.147Z,176712159914701
"Uncalled bet of 13200 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T19:06:39.147Z,176712159914700
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T19:06:38.326Z,176712159832600
"""Justin @ g0FfVCh6gI"" bets 13200",2025-12-30T19:06:37.053Z,176712159705300
"River: 4♣, A♥, 2♥, 4♥ [10♥]",2025-12-30T19:06:34.101Z,176712159410100
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:06:33.240Z,176712159324000
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:06:32.012Z,176712159201200
"Turn: 4♣, A♥, 2♥ [4♥]",2025-12-30T19:06:28.988Z,176712158898800
"""Z9z9 @ xswHkyUXqL"" calls 4800",2025-12-30T19:06:28.170Z,176712158817000
"""Justin @ g0FfVCh6gI"" bets 4800",2025-12-30T19:06:26.684Z,176712158668400
"Flop:  [4♣, A♥, 2♥]",2025-12-30T19:06:22.550Z,176712158255000
"""Z9z9 @ xswHkyUXqL"" calls 4000",2025-12-30T19:06:21.730Z,176712158173000
"""Justin @ g0FfVCh6gI"" raises to 4000",2025-12-30T19:06:19.824Z,176712157982400
"""Z9z9 @ xswHkyUXqL"" calls 800",2025-12-30T19:06:16.730Z,176712157673000
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:06:13.895Z,176712157389505
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:06:13.895Z,176712157389504
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (994939) | #10 ""Z9z9 @ xswHkyUXqL"" (1357450)",2025-12-30T19:06:13.895Z,176712157389501
"-- starting hand #1483 (id: wiuwdpf0vlmj)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:06:13.895Z,176712157389500
-- ending hand #1482 --,2025-12-30T19:06:10.892Z,176712157089202
"""Z9z9 @ xswHkyUXqL"" collected 800 from pot",2025-12-30T19:06:10.892Z,176712157089201
"Uncalled bet of 400 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T19:06:10.892Z,176712157089200
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T19:06:09.992Z,176712156999200
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:06:08.911Z,176712156891105
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:06:08.911Z,176712156891104
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (995339) | #10 ""Z9z9 @ xswHkyUXqL"" (1357050)",2025-12-30T19:06:08.911Z,176712156891101
"-- starting hand #1482 (id: xg88egfehnkq)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:06:08.911Z,176712156891100
-- ending hand #1481 --,2025-12-30T19:06:02.897Z,176712156289702
"""Z9z9 @ xswHkyUXqL"" collected 12000 from pot with Two Pair, Q's & 2's (combination: Q♠, Q♣, 2♦, 2♣, A♦)",2025-12-30T19:06:02.897Z,176712156289701
"""Z9z9 @ xswHkyUXqL"" shows a 10♦, Q♠.",2025-12-30T19:06:02.897Z,176712156289700
"""Justin @ g0FfVCh6gI"" calls 3600",2025-12-30T19:06:02.068Z,176712156206800
"""Z9z9 @ xswHkyUXqL"" bets 3600",2025-12-30T19:06:00.182Z,176712156018200
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:05:57.395Z,176712155739500
"River: A♦, 2♦, 7♥, 2♣ [Q♣]",2025-12-30T19:05:56.274Z,176712155627400
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:05:55.455Z,176712155545500
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:05:54.254Z,176712155425400
"Turn: A♦, 2♦, 7♥ [2♣]",2025-12-30T19:05:52.492Z,176712155249200
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:05:51.686Z,176712155168600
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:05:50.193Z,176712155019300
"Flop:  [A♦, 2♦, 7♥]",2025-12-30T19:05:47.022Z,176712154702200
"""Justin @ g0FfVCh6gI"" calls 2400",2025-12-30T19:05:46.204Z,176712154620400
"""Z9z9 @ xswHkyUXqL"" raises to 2400",2025-12-30T19:05:40.265Z,176712154026500
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T19:05:35.811Z,176712153581105
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T19:05:35.811Z,176712153581104
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1001339) | #10 ""Z9z9 @ xswHkyUXqL"" (1351050)",2025-12-30T19:05:35.811Z,176712153581101
"-- starting hand #1481 (id: isv7dun52uwh)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T19:05:35.811Z,176712153581100
-- ending hand #1480 --,2025-12-30T19:05:32.907Z,176712153290702
"""Z9z9 @ xswHkyUXqL"" collected 6400 from pot",2025-12-30T19:05:32.907Z,176712153290701
"Uncalled bet of 4800 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T19:05:32.907Z,176712153290700
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T19:05:32.075Z,176712153207500
"""Z9z9 @ xswHkyUXqL"" bets 4800",2025-12-30T19:05:30.813Z,176712153081300
"Turn: 8♥, 10♣, 2♦ [6♣]",2025-12-30T19:05:27.859Z,176712152785900
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T19:05:27.049Z,176712152704900
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T19:05:25.443Z,176712152544300
"Flop:  [8♥, 10♣, 2♦]",2025-12-30T19:05:22.629Z,176712152262900
"""Z9z9 @ xswHkyUXqL"" calls 3200",2025-12-30T19:05:21.823Z,176712152182300
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T19:05:14.218Z,176712151421800
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T19:05:11.333Z,176712151133305
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T19:05:11.333Z,176712151133304
"Player stacks: #9 ""Justin @ g0FfVCh6gI"" (1004539) | #10 ""Z9z9 @ xswHkyUXqL"" (1347850)",2025-12-30T19:05:11.333Z,176712151133301
"-- starting hand #1480 (id: yaxgcvkbcg16)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T19:05:11.333Z,176712151133300
