entry,at,order
"Uncalled bet of 6400 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T18:23:48.419Z,176711902841900
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:23:47.613Z,176711902761300
"""Z9z9 @ xswHkyUXqL"" bets 6400",2025-12-30T18:23:46.004Z,176711902600400
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:23:43.653Z,176711902365300
"Flop:  [K♥, 2♦, K♠]",2025-12-30T18:23:39.116Z,176711901911600
"""Z9z9 @ xswHkyUXqL"" calls 3200",2025-12-30T18:23:38.282Z,176711901828200
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T18:23:36.420Z,176711901642000
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:23:33.337Z,176711901333700
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:23:32.202Z,176711901220206
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:23:32.202Z,176711901220205
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (354173) | #9 ""Justin @ g0FfVCh6gI"" (1060139) | #10 ""Z9z9 @ xswHkyUXqL"" (1119350)",2025-12-30T18:23:32.202Z,176711901220201
"-- starting hand #1367 (id: dtsziiccwilw)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:23:32.202Z,176711901220200
-- ending hand #1366 --,2025-12-30T18:23:29.241Z,176711900924102
"""Justin @ g0FfVCh6gI"" collected 8000 from pot",2025-12-30T18:23:29.241Z,176711900924101
"Uncalled bet of 4800 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:23:29.241Z,176711900924100
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:23:28.425Z,176711900842500
"""Justin @ g0FfVCh6gI"" bets 4800",2025-12-30T18:23:27.359Z,176711900735900
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:23:24.084Z,176711900408400
"Flop:  [A♠, K♥, 5♥]",2025-12-30T18:23:22.600Z,176711900260000
"""zxc2 @ cIaXP7lyE_"" calls 4000",2025-12-30T18:23:21.783Z,176711900178300
"""Justin @ g0FfVCh6gI"" raises to 4000",2025-12-30T18:23:20.474Z,176711900047400
"""zxc2 @ cIaXP7lyE_"" calls 800",2025-12-30T18:23:16.304Z,176711899630400
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:23:14.992Z,176711899499200
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:23:12.789Z,176711899278906
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:23:12.789Z,176711899278905
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (358173) | #9 ""Justin @ g0FfVCh6gI"" (1056139) | #10 ""Z9z9 @ xswHkyUXqL"" (1119350)",2025-12-30T18:23:12.789Z,176711899278901
"-- starting hand #1366 (id: pyv3pilcjorr)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:23:12.789Z,176711899278900
-- ending hand #1365 --,2025-12-30T18:23:09.886Z,176711898988602
"""Z9z9 @ xswHkyUXqL"" collected 1600 from pot",2025-12-30T18:23:09.886Z,176711898988601
"Uncalled bet of 1600 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T18:23:09.886Z,176711898988600
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:23:09.055Z,176711898905500
"""Z9z9 @ xswHkyUXqL"" raises to 2400",2025-12-30T18:23:07.992Z,176711898799200
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:23:04.075Z,176711898407500
"""zxc2 @ cIaXP7lyE_"" posts a big blind of 800",2025-12-30T18:23:02.137Z,176711898213706
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T18:23:02.137Z,176711898213705
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (358973) | #9 ""Justin @ g0FfVCh6gI"" (1056139) | #10 ""Z9z9 @ xswHkyUXqL"" (1118550)",2025-12-30T18:23:02.137Z,176711898213701
"-- starting hand #1365 (id: xdcho4ytqlmo)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T18:23:02.137Z,176711898213700
-- ending hand #1364 --,2025-12-30T18:22:59.164Z,176711897916402
"""Z9z9 @ xswHkyUXqL"" collected 800 from pot",2025-12-30T18:22:59.164Z,176711897916401
"Uncalled bet of 400 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T18:22:59.164Z,176711897916400
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:22:58.309Z,176711897830900
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:22:57.187Z,176711897718700
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:22:56.105Z,176711897610506
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:22:56.105Z,176711897610505
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (358973) | #9 ""Justin @ g0FfVCh6gI"" (1056539) | #10 ""Z9z9 @ xswHkyUXqL"" (1118150)",2025-12-30T18:22:56.105Z,176711897610501
"-- starting hand #1364 (id: xf6vvfurmf7e)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:22:56.105Z,176711897610500
-- ending hand #1363 --,2025-12-30T18:22:53.183Z,176711897318302
"""Z9z9 @ xswHkyUXqL"" collected 12000 from pot",2025-12-30T18:22:53.183Z,176711897318301
"Uncalled bet of 12000 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T18:22:53.183Z,176711897318300
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:22:52.359Z,176711897235900
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:22:51.299Z,176711897129900
"""Z9z9 @ xswHkyUXqL"" bets 12000",2025-12-30T18:22:49.932Z,176711896993200
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:22:47.438Z,176711896743800
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:22:45.222Z,176711896522200
"Flop:  [Q♥, 10♣, J♦]",2025-12-30T18:22:43.495Z,176711896349500
"""Z9z9 @ xswHkyUXqL"" calls 4000",2025-12-30T18:22:42.627Z,176711896262700
"""Justin @ g0FfVCh6gI"" calls 4000",2025-12-30T18:22:41.075Z,176711896107500
"""zxc2 @ cIaXP7lyE_"" raises to 4000",2025-12-30T18:22:39.366Z,176711895936600
"""Z9z9 @ xswHkyUXqL"" calls 800",2025-12-30T18:22:37.152Z,176711895715200
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:22:35.146Z,176711895514606
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:22:35.146Z,176711895514605
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (362973) | #9 ""Justin @ g0FfVCh6gI"" (1060539) | #10 ""Z9z9 @ xswHkyUXqL"" (1110150)",2025-12-30T18:22:35.146Z,176711895514601
"-- starting hand #1363 (id: js7xfaofpllz)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:22:35.146Z,176711895514600
-- ending hand #1362 --,2025-12-30T18:22:32.203Z,176711895220302
"""Justin @ g0FfVCh6gI"" collected 2000 from pot",2025-12-30T18:22:32.203Z,176711895220301
"Uncalled bet of 2000 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:22:32.203Z,176711895220300
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:22:31.368Z,176711895136800
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:22:30.332Z,176711895033200
"""Justin @ g0FfVCh6gI"" raises to 2800",2025-12-30T18:22:29.013Z,176711894901300
"""zxc2 @ cIaXP7lyE_"" posts a big blind of 800",2025-12-30T18:22:26.601Z,176711894660106
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T18:22:26.601Z,176711894660105
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (363773) | #9 ""Justin @ g0FfVCh6gI"" (1059339) | #10 ""Z9z9 @ xswHkyUXqL"" (1110550)",2025-12-30T18:22:26.601Z,176711894660101
"-- starting hand #1362 (id: 6b3i9hfurz6l)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T18:22:26.601Z,176711894660100
-- ending hand #1361 --,2025-12-30T18:22:23.684Z,176711894368402
"""Justin @ g0FfVCh6gI"" collected 72000 from pot",2025-12-30T18:22:23.684Z,176711894368401
"Uncalled bet of 180000 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:22:23.684Z,176711894368400
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:22:22.862Z,176711894286200
"""Justin @ g0FfVCh6gI"" bets 180000",2025-12-30T18:22:19.846Z,176711893984600
"River: 9♣, 7♦, 5♥, 8♣ [9♠]",2025-12-30T18:22:12.551Z,176711893255100
"""Justin @ g0FfVCh6gI"" calls 24000",2025-12-30T18:22:11.746Z,176711893174600
"""Z9z9 @ xswHkyUXqL"" bets 24000",2025-12-30T18:22:04.055Z,176711892405500
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:22:00.989Z,176711892098900
"Turn: 9♣, 7♦, 5♥ [8♣]",2025-12-30T18:21:58.298Z,176711891829800
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:21:57.484Z,176711891748400
"""Z9z9 @ xswHkyUXqL"" calls 6000",2025-12-30T18:21:56.447Z,176711891644700
"""Justin @ g0FfVCh6gI"" bets 6000",2025-12-30T18:21:54.688Z,176711891468800
"Flop:  [9♣, 7♦, 5♥]",2025-12-30T18:21:49.677Z,176711890967700
"""zxc2 @ cIaXP7lyE_"" calls 4000",2025-12-30T18:21:48.848Z,176711890884800
"""Z9z9 @ xswHkyUXqL"" calls 4000",2025-12-30T18:21:47.729Z,176711890772900
"""Justin @ g0FfVCh6gI"" raises to 4000",2025-12-30T18:21:45.931Z,176711890593100
"""zxc2 @ cIaXP7lyE_"" calls 800",2025-12-30T18:21:41.266Z,176711890126600
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:21:40.017Z,176711890001706
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:21:40.017Z,176711890001705
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (367773) | #9 ""Justin @ g0FfVCh6gI"" (1021339) | #10 ""Z9z9 @ xswHkyUXqL"" (1144550)",2025-12-30T18:21:40.017Z,176711890001701
"-- starting hand #1361 (id: 0liomcxe90yq)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:21:40.017Z,176711890001700
-- ending hand #1360 --,2025-12-30T18:21:37.034Z,176711889703402
"""Justin @ g0FfVCh6gI"" collected 8000 from pot",2025-12-30T18:21:37.034Z,176711889703401
"Uncalled bet of 4800 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:21:37.034Z,176711889703400
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:21:36.218Z,176711889621800
"""Justin @ g0FfVCh6gI"" bets 4800",2025-12-30T18:21:34.729Z,176711889472900
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:21:31.183Z,176711889118300
"Flop:  [K♣, 6♥, J♣]",2025-12-30T18:21:29.605Z,176711888960500
"""zxc2 @ cIaXP7lyE_"" calls 4000",2025-12-30T18:21:28.763Z,176711888876300
"""Justin @ g0FfVCh6gI"" raises to 4000",2025-12-30T18:21:27.168Z,176711888716800
"""zxc2 @ cIaXP7lyE_"" calls 800",2025-12-30T18:21:21.652Z,176711888165200
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:21:20.517Z,176711888051700
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:21:19.377Z,176711887937706
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:21:19.377Z,176711887937705
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (371773) | #9 ""Justin @ g0FfVCh6gI"" (1017339) | #10 ""Z9z9 @ xswHkyUXqL"" (1144550)",2025-12-30T18:21:19.377Z,176711887937701
"-- starting hand #1360 (id: 65f0bc6h1at2)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:21:19.377Z,176711887937700
-- ending hand #1359 --,2025-12-30T18:21:16.421Z,176711887642102
"""Justin @ g0FfVCh6gI"" collected 2000 from pot",2025-12-30T18:21:16.421Z,176711887642101
"Uncalled bet of 2000 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:21:16.421Z,176711887642100
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:21:15.599Z,176711887559900
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:21:14.542Z,176711887454200
"""Justin @ g0FfVCh6gI"" raises to 2800",2025-12-30T18:21:11.422Z,176711887142200
"""zxc2 @ cIaXP7lyE_"" posts a big blind of 800",2025-12-30T18:21:09.157Z,176711886915706
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T18:21:09.157Z,176711886915705
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (372573) | #9 ""Justin @ g0FfVCh6gI"" (1016139) | #10 ""Z9z9 @ xswHkyUXqL"" (1144950)",2025-12-30T18:21:09.157Z,176711886915701
"-- starting hand #1359 (id: endgugxmylqq)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T18:21:09.157Z,176711886915700
-- ending hand #1358 --,2025-12-30T18:21:06.156Z,176711886615602
"""Justin @ g0FfVCh6gI"" collected 2400 from pot",2025-12-30T18:21:06.156Z,176711886615601
"Uncalled bet of 3200 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:21:06.156Z,176711886615600
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:21:05.281Z,176711886528100
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:21:04.234Z,176711886423400
"""Justin @ g0FfVCh6gI"" raises to 4000",2025-12-30T18:21:02.822Z,176711886282200
"""zxc2 @ cIaXP7lyE_"" calls 800",2025-12-30T18:20:59.298Z,176711885929800
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:20:57.952Z,176711885795206
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:20:57.952Z,176711885795205
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (373373) | #9 ""Justin @ g0FfVCh6gI"" (1014539) | #10 ""Z9z9 @ xswHkyUXqL"" (1145750)",2025-12-30T18:20:57.952Z,176711885795201
"-- starting hand #1358 (id: zoqw751gwad2)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:20:57.952Z,176711885795200
-- ending hand #1357 --,2025-12-30T18:20:55.042Z,176711885504202
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T18:20:55.042Z,176711885504201
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:20:55.042Z,176711885504200
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:20:54.216Z,176711885421600
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:20:53.163Z,176711885316300
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:20:49.747Z,176711884974706
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:20:49.747Z,176711884974705
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (373773) | #9 ""Justin @ g0FfVCh6gI"" (1014139) | #10 ""Z9z9 @ xswHkyUXqL"" (1145750)",2025-12-30T18:20:49.747Z,176711884974701
"-- starting hand #1357 (id: yviwpokfbct7)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:20:49.747Z,176711884974700
-- ending hand #1356 --,2025-12-30T18:20:46.832Z,176711884683202
"""zxc2 @ cIaXP7lyE_"" collected 800 from pot",2025-12-30T18:20:46.832Z,176711884683201
"Uncalled bet of 400 returned to ""zxc2 @ cIaXP7lyE_""",2025-12-30T18:20:46.832Z,176711884683200
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:20:45.992Z,176711884599200
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:20:44.841Z,176711884484100
"""zxc2 @ cIaXP7lyE_"" posts a big blind of 800",2025-12-30T18:20:41.628Z,176711884162806
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T18:20:41.628Z,176711884162805
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (373373) | #9 ""Justin @ g0FfVCh6gI"" (1014139) | #10 ""Z9z9 @ xswHkyUXqL"" (1146150)",2025-12-30T18:20:41.628Z,176711884162801
"-- starting hand #1356 (id: ktthxetx0me7)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T18:20:41.628Z,176711884162800
-- ending hand #1355 --,2025-12-30T18:20:35.622Z,176711883562202
"""Justin @ g0FfVCh6gI"" collected 2400 from pot with A High (combination: A♦, K♦, J♦, 8♦, 7♥)",2025-12-30T18:20:35.622Z,176711883562201
"""Justin @ g0FfVCh6gI"" shows a 7♥, 6♠.",2025-12-30T18:20:35.622Z,176711883562200
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:20:34.807Z,176711883480700
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T18:20:33.767Z,176711883376700
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:20:31.756Z,176711883175600
"River: 4♣, 8♦, A♦, K♦ [J♦]",2025-12-30T18:20:30.582Z,176711883058200
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:20:29.717Z,176711882971700
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T18:20:28.680Z,176711882868000
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:20:24.912Z,176711882491200
"Turn: 4♣, 8♦, A♦ [K♦]",2025-12-30T18:20:23.684Z,176711882368400
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:20:22.828Z,176711882282800
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T18:20:21.798Z,176711882179800
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:20:18.837Z,176711881883700
"Flop:  [4♣, 8♦, A♦]",2025-12-30T18:20:16.776Z,176711881677600
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T18:20:15.903Z,176711881590300
"""Justin @ g0FfVCh6gI"" calls 800",2025-12-30T18:20:14.374Z,176711881437400
"""zxc2 @ cIaXP7lyE_"" calls 800",2025-12-30T18:20:12.146Z,176711881214600
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:20:08.994Z,176711880899406
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:20:08.994Z,176711880899405
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (374173) | #9 ""Justin @ g0FfVCh6gI"" (1012539) | #10 ""Z9z9 @ xswHkyUXqL"" (1146950)",2025-12-30T18:20:08.994Z,176711880899401
"-- starting hand #1355 (id: jw5mugcdi0i1)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:20:08.994Z,176711880899400
-- ending hand #1354 --,2025-12-30T18:20:02.970Z,176711880297002
"""Justin @ g0FfVCh6gI"" collected 126000 from pot with Two Pair, Q's & J's (combination: Q♥, Q♦, J♦, J♠, A♠)",2025-12-30T18:20:02.970Z,176711880297001
"""Justin @ g0FfVCh6gI"" shows a Q♥, J♦.",2025-12-30T18:20:02.970Z,176711880297000
"""Z9z9 @ xswHkyUXqL"" checks",2025-12-30T18:20:02.126Z,176711880212600
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:19:58.051Z,176711879805100
"River: J♠, Q♦, A♠, 8♥ [5♠]",2025-12-30T18:19:55.642Z,176711879564200
"""Z9z9 @ xswHkyUXqL"" calls 37800",2025-12-30T18:19:54.817Z,176711879481700
"""Justin @ g0FfVCh6gI"" bets 37800",2025-12-30T18:19:52.709Z,176711879270900
"Turn: J♠, Q♦, A♠ [8♥]",2025-12-30T18:19:49.631Z,176711878963100
"""Z9z9 @ xswHkyUXqL"" calls 21000",2025-12-30T18:19:48.784Z,176711878878400
"""Justin @ g0FfVCh6gI"" raises to 21000",2025-12-30T18:19:45.524Z,176711878552400
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:19:41.465Z,176711878146500
"""Z9z9 @ xswHkyUXqL"" bets 8400",2025-12-30T18:19:40.372Z,176711878037200
"""Justin @ g0FfVCh6gI"" checks",2025-12-30T18:19:37.767Z,176711877776700
"""zxc2 @ cIaXP7lyE_"" checks",2025-12-30T18:19:36.734Z,176711877673400
"Flop:  [J♠, Q♦, A♠]",2025-12-30T18:19:35.420Z,176711877542000
"""Justin @ g0FfVCh6gI"" calls 2800",2025-12-30T18:19:34.612Z,176711877461200
"""zxc2 @ cIaXP7lyE_"" calls 2800",2025-12-30T18:19:33.349Z,176711877334900
"""Z9z9 @ xswHkyUXqL"" raises to 2800",2025-12-30T18:19:32.277Z,176711877227700
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:19:27.464Z,176711876746406
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:19:27.464Z,176711876746405
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (376973) | #9 ""Justin @ g0FfVCh6gI"" (948139) | #10 ""Z9z9 @ xswHkyUXqL"" (1208550)",2025-12-30T18:19:27.464Z,176711876746401
"-- starting hand #1354 (id: 8xuxcogeopa5)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:19:27.464Z,176711876746400
-- ending hand #1353 --,2025-12-30T18:19:21.460Z,176711876146003
"""Justin @ g0FfVCh6gI"" collected 115200 from pot with Two Pair, A's & 5's (combination: A♥, A♠, 5♠, 5♦, J♣)",2025-12-30T18:19:21.460Z,176711876146002
"""Justin @ g0FfVCh6gI"" shows a A♥, A♠.",2025-12-30T18:19:21.460Z,176711876146001
"""Z9z9 @ xswHkyUXqL"" shows a 6♠, 7♠.",2025-12-30T18:19:21.460Z,176711876146000
"""Justin @ g0FfVCh6gI"" calls 28800",2025-12-30T18:19:20.638Z,176711876063800
"""Z9z9 @ xswHkyUXqL"" bets 28800",2025-12-30T18:19:19.503Z,176711875950300
"River: 5♠, 7♣, 5♦, 2♣ [J♣]",2025-12-30T18:19:15.208Z,176711875520800
"""Justin @ g0FfVCh6gI"" calls 19200",2025-12-30T18:19:14.350Z,176711875435000
"""Z9z9 @ xswHkyUXqL"" bets 19200",2025-12-30T18:19:10.147Z,176711875014700
"Turn: 5♠, 7♣, 5♦ [2♣]",2025-12-30T18:19:07.724Z,176711874772400
"""Justin @ g0FfVCh6gI"" calls 6400",2025-12-30T18:19:06.910Z,176711874691000
"""Z9z9 @ xswHkyUXqL"" bets 6400",2025-12-30T18:19:03.673Z,176711874367300
"Flop:  [5♠, 7♣, 5♦]",2025-12-30T18:19:00.677Z,176711874067700
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:18:59.860Z,176711873986000
"""Z9z9 @ xswHkyUXqL"" calls 2800",2025-12-30T18:18:58.772Z,176711873877200
"""Justin @ g0FfVCh6gI"" raises to 2800",2025-12-30T18:18:55.634Z,176711873563400
"""zxc2 @ cIaXP7lyE_"" posts a big blind of 800",2025-12-30T18:18:52.476Z,176711873247606
"""Z9z9 @ xswHkyUXqL"" posts a small blind of 400",2025-12-30T18:18:52.476Z,176711873247605
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (377773) | #9 ""Justin @ g0FfVCh6gI"" (890139) | #10 ""Z9z9 @ xswHkyUXqL"" (1265750)",2025-12-30T18:18:52.476Z,176711873247601
"-- starting hand #1353 (id: jwqslc34b0d9)  (No Limit Texas Hold'em) (dealer: ""Justin @ g0FfVCh6gI"") --",2025-12-30T18:18:52.476Z,176711873247600
-- ending hand #1352 --,2025-12-30T18:18:49.533Z,176711872953302
"""Justin @ g0FfVCh6gI"" collected 6400 from pot",2025-12-30T18:18:49.533Z,176711872953301
"Uncalled bet of 3200 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:18:49.533Z,176711872953300
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:18:48.718Z,176711872871800
"""Justin @ g0FfVCh6gI"" bets 3200",2025-12-30T18:18:47.633Z,176711872763300
"Flop:  [10♠, 2♥, 6♠]",2025-12-30T18:18:44.719Z,176711872471900
"""Z9z9 @ xswHkyUXqL"" calls 3200",2025-12-30T18:18:43.887Z,176711872388700
"""Justin @ g0FfVCh6gI"" raises to 3200",2025-12-30T18:18:41.377Z,176711872137700
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:18:38.055Z,176711871805500
"""Z9z9 @ xswHkyUXqL"" posts a big blind of 800",2025-12-30T18:18:36.904Z,176711871690406
"""Justin @ g0FfVCh6gI"" posts a small blind of 400",2025-12-30T18:18:36.904Z,176711871690405
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (377773) | #9 ""Justin @ g0FfVCh6gI"" (886939) | #10 ""Z9z9 @ xswHkyUXqL"" (1268950)",2025-12-30T18:18:36.904Z,176711871690401
"-- starting hand #1352 (id: u8pss62tt4l2)  (No Limit Texas Hold'em) (dealer: ""zxc2 @ cIaXP7lyE_"") --",2025-12-30T18:18:36.904Z,176711871690400
-- ending hand #1351 --,2025-12-30T18:18:33.988Z,176711871398802
"""Justin @ g0FfVCh6gI"" collected 800 from pot",2025-12-30T18:18:33.988Z,176711871398801
"Uncalled bet of 400 returned to ""Justin @ g0FfVCh6gI""",2025-12-30T18:18:33.988Z,176711871398800
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:18:33.151Z,176711871315100
"""Z9z9 @ xswHkyUXqL"" folds",2025-12-30T18:18:32.107Z,176711871210700
"""Justin @ g0FfVCh6gI"" posts a big blind of 800",2025-12-30T18:18:30.692Z,176711871069206
"""zxc2 @ cIaXP7lyE_"" posts a small blind of 400",2025-12-30T18:18:30.692Z,176711871069205
"Player stacks: #8 ""zxc2 @ cIaXP7lyE_"" (378173) | #9 ""Justin @ g0FfVCh6gI"" (886539) | #10 ""Z9z9 @ xswHkyUXqL"" (1268950)",2025-12-30T18:18:30.692Z,176711871069201
"-- starting hand #1351 (id: pujkvrhzcs0b)  (No Limit Texas Hold'em) (dealer: ""Z9z9 @ xswHkyUXqL"") --",2025-12-30T18:18:30.692Z,176711871069200
-- ending hand #1350 --,2025-12-30T18:18:27.771Z,176711870777102
"""Z9z9 @ xswHkyUXqL"" collected 12800 from pot",2025-12-30T18:18:27.771Z,176711870777101
"Uncalled bet of 12800 returned to ""Z9z9 @ xswHkyUXqL""",2025-12-30T18:18:27.771Z,176711870777100
"""Justin @ g0FfVCh6gI"" folds",2025-12-30T18:18:26.937Z,176711870693700
"""Z9z9 @ xswHkyUXqL"" bets 12800",2025-12-30T18:18:24.262Z,176711870426200
"Flop:  [10♣, 4♦, J♣]",2025-12-30T18:18:21.447Z,176711870144700
"""Justin @ g0FfVCh6gI"" calls 6000",2025-12-30T18:18:20.600Z,176711870060000
"""zxc2 @ cIaXP7lyE_"" folds",2025-12-30T18:18:19.082Z,176711869908200
"""Z9z9 @ xswHkyUXqL"" raises to 6000",2025-12-30T18:18:18.054Z,176711869805400
"""Justin @ g0FfVCh6gI"" raises to 2800",2025-12-30T18:18:15.258Z,176711869525800
