entry,at,order
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (190400) | #3 ""zxc @ uaMcxyz0Rj"" (83200)",2025-12-31T11:50:07.982Z,176718180798201
"-- starting hand #170 (id: hcas2lansafi)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:50:07.982Z,176718180798200
-- ending hand #169 --,2025-12-31T11:50:05.028Z,176718180502802
"""zxc @ uaMcxyz0Rj"" collected 400 from pot",2025-12-31T11:50:05.028Z,176718180502801
"Uncalled bet of 200 returned to ""zxc @ uaMcxyz0Rj""",2025-12-31T11:50:05.028Z,176718180502800
"""black @ e2LT3dd3Tx"" folds",2025-12-31T11:50:04.203Z,176718180420300
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:50:01.591Z,176718180159105
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:50:01.591Z,176718180159104
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (190600) | #3 ""zxc @ uaMcxyz0Rj"" (83000)",2025-12-31T11:50:01.591Z,176718180159101
"-- starting hand #169 (id: q9riw83mmcuq)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:50:01.591Z,176718180159100
-- ending hand #168 --,2025-12-31T11:49:58.549Z,176718179854902
"""zxc @ uaMcxyz0Rj"" collected 800 from pot",2025-12-31T11:49:58.549Z,176718179854901
"Uncalled bet of 800 returned to ""zxc @ uaMcxyz0Rj""",2025-12-31T11:49:58.549Z,176718179854900
"""black @ e2LT3dd3Tx"" folds",2025-12-31T11:49:57.690Z,176718179769000
"""zxc @ uaMcxyz0Rj"" raises to 1200",2025-12-31T11:49:55.930Z,176718179593000
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:49:53.740Z,176718179374005
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:49:53.740Z,176718179374004
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (191000) | #3 ""zxc @ uaMcxyz0Rj"" (82600)",2025-12-31T11:49:53.740Z,176718179374001
"-- starting hand #168 (id: eaaksclpoczo)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:49:53.740Z,176718179374000
-- ending hand #167 --,2025-12-31T11:49:50.737Z,176718179073702
"""black @ e2LT3dd3Tx"" collected 800 from pot",2025-12-31T11:49:50.737Z,176718179073701
"Uncalled bet of 800 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:49:50.737Z,176718179073700
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:49:49.856Z,176718178985600
"""black @ e2LT3dd3Tx"" raises to 1200",2025-12-31T11:49:48.592Z,176718178859200
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:49:46.585Z,176718178658505
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:49:46.585Z,176718178658504
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (190600) | #3 ""zxc @ uaMcxyz0Rj"" (83000)",2025-12-31T11:49:46.585Z,176718178658501
"-- starting hand #167 (id: 7amwksoedrei)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:49:46.585Z,176718178658500
-- ending hand #166 --,2025-12-31T11:49:40.580Z,176718178058003
"""zxc @ uaMcxyz0Rj"" collected 18000 from pot with Flush, Kc High (combination: K♣, 9♣, 8♣, 4♣, 3♣)",2025-12-31T11:49:40.580Z,176718178058002
"""zxc @ uaMcxyz0Rj"" shows a Q♦, 8♣.",2025-12-31T11:49:40.580Z,176718178058001
"""black @ e2LT3dd3Tx"" shows a J♦, 9♦.",2025-12-31T11:49:40.580Z,176718178058000
"""zxc @ uaMcxyz0Rj"" calls 6000",2025-12-31T11:49:39.770Z,176718177977000
"""black @ e2LT3dd3Tx"" bets 6000",2025-12-31T11:49:37.539Z,176718177753900
"River: K♣, Q♥, 3♣, 9♣ [4♣]",2025-12-31T11:49:34.728Z,176718177472800
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:49:33.911Z,176718177391100
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:49:32.327Z,176718177232700
"Turn: K♣, Q♥, 3♣ [9♣]",2025-12-31T11:49:31.009Z,176718177100900
"""black @ e2LT3dd3Tx"" calls 1800",2025-12-31T11:49:30.200Z,176718177020000
"""zxc @ uaMcxyz0Rj"" bets 1800",2025-12-31T11:49:28.240Z,176718176824000
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:49:25.692Z,176718176569200
"Flop:  [K♣, Q♥, 3♣]",2025-12-31T11:49:24.172Z,176718176417200
"""black @ e2LT3dd3Tx"" calls 1200",2025-12-31T11:49:23.356Z,176718176335600
"""zxc @ uaMcxyz0Rj"" raises to 1200",2025-12-31T11:49:21.718Z,176718176171800
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:49:19.515Z,176718175951505
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:49:19.515Z,176718175951504
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (199600) | #3 ""zxc @ uaMcxyz0Rj"" (74000)",2025-12-31T11:49:19.515Z,176718175951501
"-- starting hand #166 (id: ibz3z1vika5n)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:49:19.515Z,176718175951500
-- ending hand #165 --,2025-12-31T11:49:16.569Z,176718175656902
"""zxc @ uaMcxyz0Rj"" collected 400 from pot",2025-12-31T11:49:16.569Z,176718175656901
"Uncalled bet of 200 returned to ""zxc @ uaMcxyz0Rj""",2025-12-31T11:49:16.569Z,176718175656900
"""black @ e2LT3dd3Tx"" folds",2025-12-31T11:49:15.756Z,176718175575600
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:49:13.911Z,176718175391105
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:49:13.911Z,176718175391104
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (199800) | #3 ""zxc @ uaMcxyz0Rj"" (73800)",2025-12-31T11:49:13.911Z,176718175391101
"-- starting hand #165 (id: e8eytoc2pdls)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:49:13.911Z,176718175391100
-- ending hand #164 --,2025-12-31T11:49:10.965Z,176718175096502
"""zxc @ uaMcxyz0Rj"" collected 2400 from pot",2025-12-31T11:49:10.965Z,176718175096501
"Uncalled bet of 1800 returned to ""zxc @ uaMcxyz0Rj""",2025-12-31T11:49:10.965Z,176718175096500
"""black @ e2LT3dd3Tx"" folds",2025-12-31T11:49:10.151Z,176718175015100
"""zxc @ uaMcxyz0Rj"" bets 1800",2025-12-31T11:49:07.430Z,176718174743000
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:49:04.707Z,176718174470700
"Turn: K♠, 6♥, 6♦ [2♥]",2025-12-31T11:49:03.502Z,176718174350200
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:49:02.671Z,176718174267100
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:49:01.146Z,176718174114600
"Flop:  [K♠, 6♥, 6♦]",2025-12-31T11:48:59.181Z,176718173918100
"""black @ e2LT3dd3Tx"" calls 1200",2025-12-31T11:48:58.374Z,176718173837400
"""zxc @ uaMcxyz0Rj"" raises to 1200",2025-12-31T11:48:57.027Z,176718173702700
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:48:54.949Z,176718173494905
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:48:54.949Z,176718173494904
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (201000) | #3 ""zxc @ uaMcxyz0Rj"" (72600)",2025-12-31T11:48:54.949Z,176718173494901
"-- starting hand #164 (id: btkj9foxzayr)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:48:54.949Z,176718173494900
-- ending hand #163 --,2025-12-31T11:48:51.978Z,176718173197802
"""black @ e2LT3dd3Tx"" collected 6000 from pot",2025-12-31T11:48:51.978Z,176718173197801
"Uncalled bet of 6000 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:48:51.978Z,176718173197800
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:48:51.164Z,176718173116400
"""black @ e2LT3dd3Tx"" bets 6000",2025-12-31T11:48:48.615Z,176718172861500
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:48:44.884Z,176718172488400
"River: Q♥, 7♣, 9♠, 9♣ [7♠]",2025-12-31T11:48:40.833Z,176718172083300
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:48:39.973Z,176718171997300
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:48:37.840Z,176718171784000
"Turn: Q♥, 7♣, 9♠ [9♣]",2025-12-31T11:48:35.859Z,176718171585900
"""black @ e2LT3dd3Tx"" calls 1800",2025-12-31T11:48:35.033Z,176718171503300
"""zxc @ uaMcxyz0Rj"" bets 1800",2025-12-31T11:48:32.824Z,176718171282400
"Flop:  [Q♥, 7♣, 9♠]",2025-12-31T11:48:29.627Z,176718170962700
"""black @ e2LT3dd3Tx"" calls 1200",2025-12-31T11:48:28.808Z,176718170880800
"""zxc @ uaMcxyz0Rj"" raises to 1200",2025-12-31T11:48:23.977Z,176718170397700
"""black @ e2LT3dd3Tx"" calls 400",2025-12-31T11:48:21.597Z,176718170159700
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:48:20.125Z,176718170012505
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:48:20.125Z,176718170012504
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (198000) | #3 ""zxc @ uaMcxyz0Rj"" (75600)",2025-12-31T11:48:20.125Z,176718170012501
"-- starting hand #163 (id: 0uvonjc9ks5x)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:48:20.125Z,176718170012500
-- ending hand #162 --,2025-12-31T11:48:17.191Z,176718169719102
"""black @ e2LT3dd3Tx"" collected 4800 from pot",2025-12-31T11:48:17.191Z,176718169719101
"Uncalled bet of 4800 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:48:17.191Z,176718169719100
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:48:16.349Z,176718169634900
"""black @ e2LT3dd3Tx"" bets 4800",2025-12-31T11:48:14.229Z,176718169422900
"River: 10♠, 7♥, 8♦, 7♣ [K♥]",2025-12-31T11:48:11.631Z,176718169163100
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:48:10.825Z,176718169082500
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:48:09.127Z,176718168912700
"Turn: 10♠, 7♥, 8♦ [7♣]",2025-12-31T11:48:06.713Z,176718168671300
"""zxc @ uaMcxyz0Rj"" calls 1200",2025-12-31T11:48:05.835Z,176718168583500
"""black @ e2LT3dd3Tx"" bets 1200",2025-12-31T11:48:04.184Z,176718168418400
"Flop:  [10♠, 7♥, 8♦]",2025-12-31T11:48:00.940Z,176718168094000
"""zxc @ uaMcxyz0Rj"" calls 1200",2025-12-31T11:48:00.131Z,176718168013100
"""black @ e2LT3dd3Tx"" raises to 1200",2025-12-31T11:47:58.364Z,176718167836400
"""zxc @ uaMcxyz0Rj"" calls 400",2025-12-31T11:47:55.567Z,176718167556700
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:47:53.721Z,176718167372105
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:47:53.721Z,176718167372104
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (195600) | #3 ""zxc @ uaMcxyz0Rj"" (78000)",2025-12-31T11:47:53.721Z,176718167372101
"-- starting hand #162 (id: hhkdxfluwpg0)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:47:53.721Z,176718167372100
-- ending hand #161 --,2025-12-31T11:47:50.811Z,176718167081102
"""black @ e2LT3dd3Tx"" collected 2400 from pot",2025-12-31T11:47:50.811Z,176718167081101
"Uncalled bet of 1200 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:47:50.811Z,176718167081100
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:47:49.960Z,176718166996000
"""black @ e2LT3dd3Tx"" bets 1200",2025-12-31T11:47:48.404Z,176718166840400
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:47:45.382Z,176718166538200
"Flop:  [Q♣, 8♠, 5♥]",2025-12-31T11:47:44.008Z,176718166400800
"""zxc @ uaMcxyz0Rj"" calls 1200",2025-12-31T11:47:43.158Z,176718166315800
"""black @ e2LT3dd3Tx"" raises to 1200",2025-12-31T11:47:41.971Z,176718166197100
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:47:37.914Z,176718165791405
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:47:37.914Z,176718165791404
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (194400) | #3 ""zxc @ uaMcxyz0Rj"" (79200)",2025-12-31T11:47:37.914Z,176718165791401
"-- starting hand #161 (id: uextvmfyn3q6)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:47:37.914Z,176718165791400
-- ending hand #160 --,2025-12-31T11:47:35.006Z,176718165500602
"""black @ e2LT3dd3Tx"" collected 400 from pot",2025-12-31T11:47:35.006Z,176718165500601
"Uncalled bet of 200 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:47:35.006Z,176718165500600
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:47:34.165Z,176718165416500
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:47:32.912Z,176718165291205
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:47:32.912Z,176718165291204
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (194200) | #3 ""zxc @ uaMcxyz0Rj"" (79400)",2025-12-31T11:47:32.912Z,176718165291201
"-- starting hand #160 (id: gwoz7fnuvrtg)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:47:32.912Z,176718165291200
-- ending hand #159 --,2025-12-31T11:47:29.999Z,176718164999902
"""black @ e2LT3dd3Tx"" collected 12000 from pot",2025-12-31T11:47:29.999Z,176718164999901
"Uncalled bet of 6000 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:47:29.999Z,176718164999900
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:47:29.161Z,176718164916100
"""black @ e2LT3dd3Tx"" raises to 9000",2025-12-31T11:47:27.465Z,176718164746500
"""zxc @ uaMcxyz0Rj"" bets 3000",2025-12-31T11:47:24.596Z,176718164459600
"River: 4♣, J♦, 8♥, 6♥ [5♥]",2025-12-31T11:47:20.692Z,176718164069200
"""black @ e2LT3dd3Tx"" calls 1800",2025-12-31T11:47:19.847Z,176718163984700
"""zxc @ uaMcxyz0Rj"" bets 1800",2025-12-31T11:47:18.201Z,176718163820100
"Turn: 4♣, J♦, 8♥ [6♥]",2025-12-31T11:47:15.290Z,176718163529000
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:47:14.472Z,176718163447200
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:47:13.431Z,176718163343100
"Flop:  [4♣, J♦, 8♥]",2025-12-31T11:47:09.484Z,176718162948400
"""zxc @ uaMcxyz0Rj"" calls 1200",2025-12-31T11:47:08.661Z,176718162866100
"""black @ e2LT3dd3Tx"" raises to 1200",2025-12-31T11:47:07.234Z,176718162723400
"""zxc @ uaMcxyz0Rj"" posts a big blind of 400",2025-12-31T11:47:00.800Z,176718162080005
"""black @ e2LT3dd3Tx"" posts a small blind of 200",2025-12-31T11:47:00.800Z,176718162080004
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (188200) | #3 ""zxc @ uaMcxyz0Rj"" (85400)",2025-12-31T11:47:00.800Z,176718162080001
"-- starting hand #159 (id: v3csyeujsnuj)  (No Limit Texas Hold'em) (dealer: ""black @ e2LT3dd3Tx"") --",2025-12-31T11:47:00.800Z,176718162080000
-- ending hand #158 --,2025-12-31T11:46:57.887Z,176718161788702
"""black @ e2LT3dd3Tx"" collected 400 from pot",2025-12-31T11:46:57.887Z,176718161788701
"Uncalled bet of 200 returned to ""black @ e2LT3dd3Tx""",2025-12-31T11:46:57.887Z,176718161788700
"""zxc @ uaMcxyz0Rj"" folds",2025-12-31T11:46:57.076Z,176718161707600
"""black @ e2LT3dd3Tx"" posts a big blind of 400",2025-12-31T11:46:55.562Z,176718161556205
"""zxc @ uaMcxyz0Rj"" posts a small blind of 200",2025-12-31T11:46:55.562Z,176718161556204
"Player stacks: #2 ""black @ e2LT3dd3Tx"" (188000) | #3 ""zxc @ uaMcxyz0Rj"" (85600)",2025-12-31T11:46:55.562Z,176718161556201
"-- starting hand #158 (id: v6anwr2xb7v9)  (No Limit Texas Hold'em) (dealer: ""zxc @ uaMcxyz0Rj"") --",2025-12-31T11:46:55.562Z,176718161556200
-- ending hand #157 --,2025-12-31T11:46:49.558Z,176718160955802
"""black @ e2LT3dd3Tx"" collected 28800 from pot with Two Pair, K's & 8's (combination: K♦, K♠, 8♦, 8♠, 10♦)",2025-12-31T11:46:49.558Z,176718160955801
"""black @ e2LT3dd3Tx"" shows a K♦, 6♦.",2025-12-31T11:46:49.558Z,176718160955800
"""black @ e2LT3dd3Tx"" checks",2025-12-31T11:46:48.754Z,176718160875400
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:46:43.631Z,176718160363100
"River: 7♣, 10♦, K♠, 8♦ [8♠]",2025-12-31T11:46:37.677Z,176718159767700
"""black @ e2LT3dd3Tx"" calls 12000",2025-12-31T11:46:36.850Z,176718159685000
"""zxc @ uaMcxyz0Rj"" raises to 12000",2025-12-31T11:46:19.761Z,176718157976100
"""black @ e2LT3dd3Tx"" bets 4800",2025-12-31T11:46:13.780Z,176718157378000
"""zxc @ uaMcxyz0Rj"" checks",2025-12-31T11:46:10.697Z,176718157069700
"Turn: 7♣, 10♦, K♠ [8♦]",2025-12-31T11:46:09.333Z,176718156933300
