entry,at,order
"The player ""O9O9 @ xswHkyUXqL"" stand up with the stack of 1605050.",2026-01-01T20:42:55.207Z,176730017520700
-- ending hand #1321 --,2026-01-01T20:42:52.175Z,176730017217502
"""9917.. @ xpbZinNQx9"" collected 1600 from pot with Pair, A's (combination: A♥, A♦, K♠, J♠, 7♣)",2026-01-01T20:42:52.175Z,176730017217501
"""9917.. @ xpbZinNQx9"" shows a 7♣, J♠.",2026-01-01T20:42:52.175Z,176730017217500
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:51.344Z,176730017134400
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:49.988Z,176730016998800
"River: 6♠, A♥, 4♦, A♦ [K♠]",2026-01-01T20:42:47.203Z,176730016720300
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:46.389Z,176730016638900
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:45.258Z,176730016525800
"Turn: 6♠, A♥, 4♦ [A♦]",2026-01-01T20:42:42.168Z,176730016216800
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:41.357Z,176730016135700
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:40.237Z,176730016023700
"Flop:  [6♠, A♥, 4♦]",2026-01-01T20:42:35.155Z,176730015515500
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:34.283Z,176730015428300
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:42:31.656Z,176730015165600
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:42:28.351Z,176730014835105
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:42:28.351Z,176730014835104
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (388649) | #9 ""O9O9 @ xswHkyUXqL"" (1605850)",2026-01-01T20:42:28.351Z,176730014835101
"-- starting hand #1321 (id: 1rmmieelrrrz)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:42:28.351Z,176730014835100
-- ending hand #1320 --,2026-01-01T20:42:25.398Z,176730014539802
"""O9O9 @ xswHkyUXqL"" collected 4800 from pot",2026-01-01T20:42:25.398Z,176730014539801
"Uncalled bet of 4800 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:42:25.398Z,176730014539800
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:42:24.593Z,176730014459300
"""O9O9 @ xswHkyUXqL"" bets 4800",2026-01-01T20:42:22.434Z,176730014243400
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:19.514Z,176730013951400
"River: K♦, 10♥, 6♠, A♥ [J♠]",2026-01-01T20:42:17.946Z,176730013794600
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:17.098Z,176730013709800
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:14.995Z,176730013499500
"Turn: K♦, 10♥, 6♠ [A♥]",2026-01-01T20:42:13.374Z,176730013337400
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:42:12.533Z,176730013253300
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:42:10.342Z,176730013034200
"Flop:  [K♦, 10♥, 6♠]",2026-01-01T20:42:05.628Z,176730012562800
"""O9O9 @ xswHkyUXqL"" calls 2400",2026-01-01T20:42:04.793Z,176730012479300
"""9917.. @ xpbZinNQx9"" raises to 2400",2026-01-01T20:42:01.022Z,176730012102200
"""O9O9 @ xswHkyUXqL"" calls 800",2026-01-01T20:41:48.817Z,176730010881700
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:41:45.270Z,176730010527005
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:41:45.270Z,176730010527004
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (391049) | #9 ""O9O9 @ xswHkyUXqL"" (1603450)",2026-01-01T20:41:45.270Z,176730010527001
"-- starting hand #1320 (id: 64gffqyswhpo)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:41:45.270Z,176730010527000
-- ending hand #1319 --,2026-01-01T20:41:42.358Z,176730010235802
"""9917.. @ xpbZinNQx9"" collected 4800 from pot",2026-01-01T20:41:42.358Z,176730010235801
"Uncalled bet of 4800 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:41:42.358Z,176730010235800
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:41:41.503Z,176730010150300
"""9917.. @ xpbZinNQx9"" bets 4800",2026-01-01T20:41:39.273Z,176730009927300
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:41:35.051Z,176730009505100
"Flop:  [9♠, 7♥, J♠]",2026-01-01T20:41:32.953Z,176730009295300
"""O9O9 @ xswHkyUXqL"" calls 2400",2026-01-01T20:41:32.148Z,176730009214800
"""9917.. @ xpbZinNQx9"" raises to 2400",2026-01-01T20:41:13.210Z,176730007321000
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:41:06.527Z,176730006652705
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:41:06.527Z,176730006652704
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (388649) | #9 ""O9O9 @ xswHkyUXqL"" (1605850)",2026-01-01T20:41:06.527Z,176730006652701
"-- starting hand #1319 (id: hc2guoy7qavs)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:41:06.527Z,176730006652700
-- ending hand #1318 --,2026-01-01T20:41:03.580Z,176730006358002
"""O9O9 @ xswHkyUXqL"" collected 60000 from pot",2026-01-01T20:41:03.580Z,176730006358001
"Uncalled bet of 30000 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:41:03.580Z,176730006358000
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:41:02.771Z,176730006277100
"""O9O9 @ xswHkyUXqL"" bets 30000",2026-01-01T20:40:59.658Z,176730005965800
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:40:55.271Z,176730005527100
"River: 2♥, 6♠, Q♦, J♠ [4♠]",2026-01-01T20:40:53.099Z,176730005309900
"""O9O9 @ xswHkyUXqL"" calls 20000",2026-01-01T20:40:52.243Z,176730005224300
"""9917.. @ xpbZinNQx9"" bets 20000",2026-01-01T20:40:48.584Z,176730004858400
"Turn: 2♥, 6♠, Q♦ [J♠]",2026-01-01T20:40:42.885Z,176730004288500
"""9917.. @ xpbZinNQx9"" calls 6000",2026-01-01T20:40:42.073Z,176730004207300
"""O9O9 @ xswHkyUXqL"" bets 6000",2026-01-01T20:40:39.704Z,176730003970400
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:40:36.333Z,176730003633300
"Flop:  [2♥, 6♠, Q♦]",2026-01-01T20:40:33.778Z,176730003377800
"""9917.. @ xpbZinNQx9"" calls 4000",2026-01-01T20:40:32.931Z,176730003293100
"""O9O9 @ xswHkyUXqL"" raises to 4000",2026-01-01T20:40:30.598Z,176730003059800
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:40:25.827Z,176730002582705
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:40:25.827Z,176730002582704
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (418649) | #9 ""O9O9 @ xswHkyUXqL"" (1575850)",2026-01-01T20:40:25.827Z,176730002582701
"-- starting hand #1318 (id: hxhripes2tgl)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:40:25.827Z,176730002582700
-- ending hand #1317 --,2026-01-01T20:40:22.914Z,176730002291402
"""9917.. @ xpbZinNQx9"" collected 1600 from pot",2026-01-01T20:40:22.914Z,176730002291401
"Uncalled bet of 6400 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:40:22.914Z,176730002291400
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:40:22.064Z,176730002206400
"""9917.. @ xpbZinNQx9"" bets 6400",2026-01-01T20:40:19.795Z,176730001979500
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:40:15.428Z,176730001542800
"River: K♦, 3♦, 6♥, K♠ [5♦]",2026-01-01T20:40:12.587Z,176730001258700
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:40:11.778Z,176730001177800
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:40:10.616Z,176730001061600
"Turn: K♦, 3♦, 6♥ [K♠]",2026-01-01T20:40:08.383Z,176730000838300
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:40:07.571Z,176730000757100
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:40:05.310Z,176730000531000
"Flop:  [K♦, 3♦, 6♥]",2026-01-01T20:40:02.318Z,176730000231800
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:40:01.336Z,176730000133600
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:39:58.627Z,176729999862700
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:39:55.882Z,176729999588205
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:39:55.882Z,176729999588204
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (417849) | #9 ""O9O9 @ xswHkyUXqL"" (1576650)",2026-01-01T20:39:55.882Z,176729999588201
"-- starting hand #1317 (id: 69gjmrroc3bu)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:39:55.882Z,176729999588200
-- ending hand #1316 --,2026-01-01T20:39:52.878Z,176729999287802
"""O9O9 @ xswHkyUXqL"" collected 27200 from pot with Three of a Kind, 2's (combination: 2♦, 2♥, 2♠, J♦, 9♣)",2026-01-01T20:39:52.878Z,176729999287801
"""O9O9 @ xswHkyUXqL"" shows a 2♦, J♦.",2026-01-01T20:39:52.878Z,176729999287800
"""9917.. @ xpbZinNQx9"" calls 11200",2026-01-01T20:39:52.047Z,176729999204700
"""O9O9 @ xswHkyUXqL"" raises to 11200",2026-01-01T20:39:47.018Z,176729998701800
"""9917.. @ xpbZinNQx9"" bets 5600",2026-01-01T20:39:42.327Z,176729998232700
"River: 9♣, 2♥, 2♠, 6♥ [7♥]",2026-01-01T20:39:35.070Z,176729997507000
"""O9O9 @ xswHkyUXqL"" calls 1600",2026-01-01T20:39:34.229Z,176729997422900
"""9917.. @ xpbZinNQx9"" bets 1600",2026-01-01T20:39:29.314Z,176729996931400
"Turn: 9♣, 2♥, 2♠ [6♥]",2026-01-01T20:39:26.065Z,176729996606500
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:39:25.228Z,176729996522800
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:39:22.111Z,176729996211100
"Flop:  [9♣, 2♥, 2♠]",2026-01-01T20:39:18.859Z,176729995885900
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:39:18.040Z,176729995804000
"""O9O9 @ xswHkyUXqL"" calls 800",2026-01-01T20:39:06.059Z,176729994605900
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:39:03.484Z,176729994348405
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:39:03.484Z,176729994348404
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (431449) | #9 ""O9O9 @ xswHkyUXqL"" (1563050)",2026-01-01T20:39:03.484Z,176729994348401
"-- starting hand #1316 (id: ngqglzunxayh)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:39:03.484Z,176729994348400
-- ending hand #1315 --,2026-01-01T20:39:00.561Z,176729994056102
"""O9O9 @ xswHkyUXqL"" collected 800 from pot",2026-01-01T20:39:00.561Z,176729994056101
"Uncalled bet of 400 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:39:00.561Z,176729994056100
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:38:59.755Z,176729993975500
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:38:56.504Z,176729993650405
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:38:56.504Z,176729993650404
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (431849) | #9 ""O9O9 @ xswHkyUXqL"" (1562650)",2026-01-01T20:38:56.504Z,176729993650401
"-- starting hand #1315 (id: tgkp88qwsj9g)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:38:56.504Z,176729993650400
-- ending hand #1314 --,2026-01-01T20:38:53.561Z,176729993356102
"""9917.. @ xpbZinNQx9"" collected 8000 from pot",2026-01-01T20:38:53.561Z,176729993356101
"Uncalled bet of 8000 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:38:53.561Z,176729993356100
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:38:52.724Z,176729993272400
"""9917.. @ xpbZinNQx9"" bets 8000",2026-01-01T20:38:51.054Z,176729993105400
"Flop:  [Q♦, 3♠, A♣]",2026-01-01T20:38:44.850Z,176729992485000
"""O9O9 @ xswHkyUXqL"" calls 4000",2026-01-01T20:38:44.028Z,176729992402800
"""9917.. @ xpbZinNQx9"" raises to 4000",2026-01-01T20:38:41.393Z,176729992139300
"""O9O9 @ xswHkyUXqL"" raises to 2400",2026-01-01T20:38:37.773Z,176729991777300
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:38:33.737Z,176729991373705
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:38:33.737Z,176729991373704
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (427849) | #9 ""O9O9 @ xswHkyUXqL"" (1566650)",2026-01-01T20:38:33.737Z,176729991373701
"-- starting hand #1314 (id: ffoxz4rqaa74)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:38:33.737Z,176729991373700
-- ending hand #1313 --,2026-01-01T20:38:30.802Z,176729991080202
"""9917.. @ xpbZinNQx9"" collected 1600 from pot",2026-01-01T20:38:30.802Z,176729991080201
"Uncalled bet of 1600 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:38:30.802Z,176729991080200
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:38:29.993Z,176729990999300
"""9917.. @ xpbZinNQx9"" bets 1600",2026-01-01T20:38:27.332Z,176729990733200
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:38:23.388Z,176729990338800
"Turn: 9♣, K♦, 10♥ [8♥]",2026-01-01T20:38:20.729Z,176729990072900
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:38:19.916Z,176729989991600
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:38:18.748Z,176729989874800
"Flop:  [9♣, K♦, 10♥]",2026-01-01T20:38:16.312Z,176729989631200
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:38:15.498Z,176729989549800
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:38:12.596Z,176729989259600
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:38:09.904Z,176729988990405
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:38:09.904Z,176729988990404
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (427049) | #9 ""O9O9 @ xswHkyUXqL"" (1567450)",2026-01-01T20:38:09.904Z,176729988990401
"-- starting hand #1313 (id: peb4smtpvmt4)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:38:09.904Z,176729988990400
-- ending hand #1312 --,2026-01-01T20:38:06.957Z,176729988695702
"""9917.. @ xpbZinNQx9"" collected 800 from pot",2026-01-01T20:38:06.957Z,176729988695701
"Uncalled bet of 400 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:38:06.957Z,176729988695700
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:38:06.121Z,176729988612100
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:38:01.170Z,176729988117005
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:38:01.170Z,176729988117004
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (426649) | #9 ""O9O9 @ xswHkyUXqL"" (1567850)",2026-01-01T20:38:01.170Z,176729988117001
"-- starting hand #1312 (id: 2bghgjlvwxbv)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:38:01.170Z,176729988117000
-- ending hand #1311 --,2026-01-01T20:37:58.145Z,176729987814503
"""O9O9 @ xswHkyUXqL"" collected 102400 from pot with Straight, 5 High (combination: 5♠, 4♥, 3♠, 2♥, A♦)",2026-01-01T20:37:58.145Z,176729987814502
"""O9O9 @ xswHkyUXqL"" shows a 4♥, 2♥.",2026-01-01T20:37:58.145Z,176729987814501
"""9917.. @ xpbZinNQx9"" shows a 6♠, A♥.",2026-01-01T20:37:58.145Z,176729987814500
"""O9O9 @ xswHkyUXqL"" calls 39200",2026-01-01T20:37:57.330Z,176729987733000
"""9917.. @ xpbZinNQx9"" bets 39200",2026-01-01T20:37:45.767Z,176729986576700
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:37:32.469Z,176729985246900
"River: 3♠, A♦, 7♠, 5♠ [3♦]",2026-01-01T20:37:26.727Z,176729984672700
"""O9O9 @ xswHkyUXqL"" calls 9600",2026-01-01T20:37:25.908Z,176729984590800
"""9917.. @ xpbZinNQx9"" raises to 9600",2026-01-01T20:37:22.572Z,176729984257200
"""O9O9 @ xswHkyUXqL"" bets 4800",2026-01-01T20:37:15.998Z,176729983599800
"Turn: 3♠, A♦, 7♠ [5♠]",2026-01-01T20:37:11.919Z,176729983191900
"""O9O9 @ xswHkyUXqL"" calls 1600",2026-01-01T20:37:11.097Z,176729983109700
"""9917.. @ xpbZinNQx9"" bets 1600",2026-01-01T20:37:08.715Z,176729982871500
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:37:05.813Z,176729982581300
"Flop:  [3♠, A♦, 7♠]",2026-01-01T20:37:02.768Z,176729982276800
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:37:01.941Z,176729982194100
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:36:58.879Z,176729981887900
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:36:56.669Z,176729981666905
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:36:56.669Z,176729981666904
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (477849) | #9 ""O9O9 @ xswHkyUXqL"" (1516650)",2026-01-01T20:36:56.669Z,176729981666901
"-- starting hand #1311 (id: 5qftsitn8ndz)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:36:56.669Z,176729981666900
-- ending hand #1310 --,2026-01-01T20:36:53.752Z,176729981375202
"""O9O9 @ xswHkyUXqL"" collected 1600 from pot",2026-01-01T20:36:53.752Z,176729981375201
"Uncalled bet of 3200 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:36:53.752Z,176729981375200
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:36:52.903Z,176729981290300
"""O9O9 @ xswHkyUXqL"" raises to 4000",2026-01-01T20:36:50.848Z,176729981084800
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:36:45.282Z,176729980528205
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:36:45.282Z,176729980528204
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (478649) | #9 ""O9O9 @ xswHkyUXqL"" (1515850)",2026-01-01T20:36:45.282Z,176729980528201
"-- starting hand #1310 (id: 3kmcr3osu05z)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:36:45.282Z,176729980528200
-- ending hand #1309 --,2026-01-01T20:36:42.278Z,176729980227803
"""O9O9 @ xswHkyUXqL"" collected 60000 from pot with Two Pair, Q's & 7's (combination: Q♠, Q♣, 7♥, 7♣, A♣)",2026-01-01T20:36:42.278Z,176729980227802
"""O9O9 @ xswHkyUXqL"" shows a A♣, Q♠.",2026-01-01T20:36:42.278Z,176729980227801
"""9917.. @ xpbZinNQx9"" shows a 5♠, A♠.",2026-01-01T20:36:42.278Z,176729980227800
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:36:41.467Z,176729980146700
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:36:40.315Z,176729980031500
"River: 2♣, 7♥, 8♥, Q♣ [7♣]",2026-01-01T20:36:37.231Z,176729979723100
"""9917.. @ xpbZinNQx9"" calls 20000",2026-01-01T20:36:36.391Z,176729979639100
"""O9O9 @ xswHkyUXqL"" bets 20000",2026-01-01T20:36:35.251Z,176729979525100
"Turn: 2♣, 7♥, 8♥ [Q♣]",2026-01-01T20:36:31.513Z,176729979151300
"""9917.. @ xpbZinNQx9"" calls 6000",2026-01-01T20:36:30.708Z,176729979070800
"""O9O9 @ xswHkyUXqL"" bets 6000",2026-01-01T20:36:27.927Z,176729978792700
"Flop:  [2♣, 7♥, 8♥]",2026-01-01T20:36:23.666Z,176729978366600
"""9917.. @ xpbZinNQx9"" calls 4000",2026-01-01T20:36:22.843Z,176729978284300
"""O9O9 @ xswHkyUXqL"" raises to 4000",2026-01-01T20:36:21.014Z,176729978101400
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:36:15.248Z,176729977524800
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:36:07.020Z,176729976702005
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:36:07.020Z,176729976702004
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (508649) | #9 ""O9O9 @ xswHkyUXqL"" (1485850)",2026-01-01T20:36:07.020Z,176729976702001
"-- starting hand #1309 (id: yapbuocaqfbh)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:36:07.020Z,176729976702000
-- ending hand #1308 --,2026-01-01T20:36:04.097Z,176729976409702
"""9917.. @ xpbZinNQx9"" collected 4800 from pot",2026-01-01T20:36:04.097Z,176729976409701
"Uncalled bet of 4800 returned to ""9917.. @ xpbZinNQx9""",2026-01-01T20:36:04.097Z,176729976409700
"""O9O9 @ xswHkyUXqL"" folds",2026-01-01T20:36:03.284Z,176729976328400
"""9917.. @ xpbZinNQx9"" bets 4800",2026-01-01T20:35:58.695Z,176729975869500
"Flop:  [J♠, A♠, Q♦]",2026-01-01T20:35:54.219Z,176729975421900
"""9917.. @ xpbZinNQx9"" calls 2400",2026-01-01T20:35:53.339Z,176729975333900
"""O9O9 @ xswHkyUXqL"" raises to 2400",2026-01-01T20:35:52.183Z,176729975218300
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:35:49.417Z,176729974941705
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:35:49.417Z,176729974941704
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (506249) | #9 ""O9O9 @ xswHkyUXqL"" (1488250)",2026-01-01T20:35:49.417Z,176729974941701
"-- starting hand #1308 (id: we5puzzejm6o)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:35:49.417Z,176729974941700
-- ending hand #1307 --,2026-01-01T20:35:46.434Z,176729974643402
"""O9O9 @ xswHkyUXqL"" collected 800 from pot",2026-01-01T20:35:46.434Z,176729974643401
"Uncalled bet of 400 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:35:46.434Z,176729974643400
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:35:45.615Z,176729974561500
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:35:43.319Z,176729974331905
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:35:43.319Z,176729974331904
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (506649) | #9 ""O9O9 @ xswHkyUXqL"" (1487850)",2026-01-01T20:35:43.319Z,176729974331901
"-- starting hand #1307 (id: vdyqskif7v23)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:35:43.319Z,176729974331900
-- ending hand #1306 --,2026-01-01T20:35:40.378Z,176729974037802
"""O9O9 @ xswHkyUXqL"" collected 4800 from pot",2026-01-01T20:35:40.378Z,176729974037801
"Uncalled bet of 3600 returned to ""O9O9 @ xswHkyUXqL""",2026-01-01T20:35:40.378Z,176729974037800
"""9917.. @ xpbZinNQx9"" folds",2026-01-01T20:35:39.573Z,176729973957300
"""O9O9 @ xswHkyUXqL"" bets 3600",2026-01-01T20:35:37.433Z,176729973743300
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:35:34.123Z,176729973412300
"Flop:  [9♣, K♠, 7♠]",2026-01-01T20:35:29.462Z,176729972946200
"""9917.. @ xpbZinNQx9"" calls 2400",2026-01-01T20:35:28.642Z,176729972864200
"""O9O9 @ xswHkyUXqL"" raises to 2400",2026-01-01T20:35:21.729Z,176729972172900
"""9917.. @ xpbZinNQx9"" posts a big blind of 800",2026-01-01T20:35:18.158Z,176729971815805
"""O9O9 @ xswHkyUXqL"" posts a small blind of 400",2026-01-01T20:35:18.158Z,176729971815804
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (509049) | #9 ""O9O9 @ xswHkyUXqL"" (1485450)",2026-01-01T20:35:18.158Z,176729971815801
"-- starting hand #1306 (id: jrrfypjayl1a)  (No Limit Texas Hold'em) (dealer: ""O9O9 @ xswHkyUXqL"") --",2026-01-01T20:35:18.158Z,176729971815800
-- ending hand #1305 --,2026-01-01T20:35:15.156Z,176729971515602
"""9917.. @ xpbZinNQx9"" collected 1600 from pot with Three of a Kind, A's (combination: A♣, A♠, A♥, J♦, 7♣)",2026-01-01T20:35:15.156Z,176729971515601
"""9917.. @ xpbZinNQx9"" shows a J♦, 7♣.",2026-01-01T20:35:15.156Z,176729971515600
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:35:14.296Z,176729971429600
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:35:12.143Z,176729971214300
"River: 2♠, 5♦, A♣, A♠ [A♥]",2026-01-01T20:35:09.686Z,176729970968600
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:35:08.876Z,176729970887600
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:35:07.728Z,176729970772800
"Turn: 2♠, 5♦, A♣ [A♠]",2026-01-01T20:35:06.214Z,176729970621400
"""9917.. @ xpbZinNQx9"" checks",2026-01-01T20:35:05.397Z,176729970539700
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:35:04.275Z,176729970427500
"Flop:  [2♠, 5♦, A♣]",2026-01-01T20:35:01.941Z,176729970194100
"""O9O9 @ xswHkyUXqL"" checks",2026-01-01T20:35:01.102Z,176729970110200
"""9917.. @ xpbZinNQx9"" calls 800",2026-01-01T20:34:53.351Z,176729969335100
"""O9O9 @ xswHkyUXqL"" posts a big blind of 800",2026-01-01T20:34:50.438Z,176729969043805
"""9917.. @ xpbZinNQx9"" posts a small blind of 400",2026-01-01T20:34:50.438Z,176729969043804
"Player stacks: #7 ""9917.. @ xpbZinNQx9"" (508249) | #9 ""O9O9 @ xswHkyUXqL"" (1486250)",2026-01-01T20:34:50.438Z,176729969043801
"-- starting hand #1305 (id: 5fyjd9rwg1ul)  (No Limit Texas Hold'em) (dealer: ""9917.. @ xpbZinNQx9"") --",2026-01-01T20:34:50.438Z,176729969043800
-- ending hand #1304 --,2026-01-01T20:34:47.499Z,176729968749902
